Época	Pérdida
1	0.690710
2	0.690007
3	0.689271
4	0.688499
5	0.687679
6	0.686810
7	0.685893
8	0.684931
9	0.683926
10	0.682892
11	0.681810
12	0.680669
13	0.679471
14	0.678217
15	0.676916
16	0.675572
17	0.674190
18	0.672764
19	0.671287
20	0.669741
21	0.668131
22	0.666452
23	0.664741
24	0.662995
25	0.661203
26	0.659371
27	0.657510
28	0.655610
29	0.653680
30	0.651741
31	0.649788
32	0.647824
33	0.645857
34	0.643887
35	0.641909
36	0.639929
37	0.637963
38	0.636002
39	0.634051
40	0.632108
41	0.630181
42	0.628255
43	0.626329
44	0.624428
45	0.622535
46	0.620643
47	0.618752
48	0.616902
49	0.615075
50	0.613281
51	0.611498
52	0.609737
53	0.607986
54	0.606266
55	0.604610
56	0.602977
57	0.601372
58	0.599790
59	0.598114
60	0.596454
61	0.594807
62	0.593171
63	0.591541
64	0.589918
65	0.588340
66	0.586792
67	0.585287
68	0.583793
69	0.582386
70	0.581107
71	0.579887
72	0.578736
73	0.577613
74	0.576520
75	0.575464
76	0.574510
77	0.573625
78	0.572793
79	0.572047
80	0.571337
81	0.570662
82	0.570016
83	0.569399
84	0.568807
85	0.568240
86	0.567692
87	0.567161
88	0.566648
89	0.566152
90	0.565674
91	0.565210
92	0.564760
93	0.564323
94	0.563900
95	0.563494
96	0.563102
97	0.562724
98	0.562359
99	0.562005
100	0.561662
101	0.561328
102	0.561002
103	0.560686
104	0.560376
105	0.560075
106	0.559782
107	0.559495
108	0.559214
109	0.558938
110	0.558664
111	0.558390
112	0.558120
113	0.557853
114	0.557594
115	0.557335
116	0.557077
117	0.556822
118	0.556570
119	0.556318
120	0.556066
121	0.555815
122	0.555562
123	0.555306
124	0.555047
125	0.554787
126	0.554528
127	0.554268
128	0.554003
129	0.553733
130	0.553460
131	0.553184
132	0.552906
133	0.552624
134	0.552337
135	0.552046
136	0.551747
137	0.551443
138	0.551131
139	0.550812
140	0.550485
141	0.550151
142	0.549810
143	0.549473
144	0.549141
145	0.548810
146	0.548474
147	0.548134
148	0.547788
149	0.547439
150	0.547084
151	0.546722
152	0.546352
153	0.545975
154	0.545591
155	0.545203
156	0.544811
157	0.544413
158	0.544005
159	0.543587
160	0.543158
161	0.542723
162	0.542279
163	0.541832
164	0.541381
165	0.540931
166	0.540478
167	0.540022
168	0.539562
169	0.539092
170	0.538612
171	0.538122
172	0.537630
173	0.537136
174	0.536643
175	0.536152
176	0.535662
177	0.535163
178	0.534653
179	0.534136
180	0.533616
181	0.533092
182	0.532563
183	0.532017
184	0.531469
185	0.530928
186	0.530387
187	0.529848
188	0.529291
189	0.528722
190	0.528173
191	0.527640
192	0.527112
193	0.526562
194	0.526006
195	0.525458
196	0.524886
197	0.524312
198	0.523752
199	0.523199
200	0.522658
201	0.522118
202	0.521575
203	0.521018
204	0.520460
205	0.519904
206	0.519348
207	0.518819
208	0.518293
209	0.517744
210	0.517199
211	0.516669
212	0.516145
213	0.515607
214	0.515089
215	0.514565
216	0.514039
217	0.513534
218	0.513057
219	0.512575
220	0.512069
221	0.511560
222	0.511066
223	0.510584
224	0.510113
225	0.509624
226	0.509152
227	0.508691
228	0.508245
229	0.507782
230	0.507316
231	0.506853
232	0.506407
233	0.505989
234	0.505579
235	0.505153
236	0.504710
237	0.504271
238	0.503834
239	0.503415
240	0.503015
241	0.502646
242	0.502263
243	0.501860
244	0.501452
245	0.501039
246	0.500616
247	0.500198
248	0.499805
249	0.499434
250	0.499070
251	0.498699
252	0.498329
253	0.497970
254	0.497616
255	0.497265
256	0.496891
257	0.496523
258	0.496164
259	0.495820
260	0.495472
261	0.495127
262	0.494808
263	0.494488
264	0.494131
265	0.493788
266	0.493451
267	0.493123
268	0.492797
269	0.492470
270	0.492144
271	0.491838
272	0.491510
273	0.491161
274	0.490833
275	0.490523
276	0.490223
277	0.489940
278	0.489644
279	0.489343
280	0.489049
281	0.488761
282	0.488484
283	0.488212
284	0.487963
285	0.487736
286	0.487486
287	0.487194
288	0.486921
289	0.486671
290	0.486460
291	0.486225
292	0.485950
293	0.485687
294	0.485441
295	0.485193
296	0.484948
297	0.484696
298	0.484432
299	0.484174
300	0.483925
301	0.483698
302	0.483460
303	0.483198
304	0.482954
305	0.482718
306	0.482469
307	0.482197
308	0.481904
309	0.481618
310	0.481329
311	0.481043
312	0.480756
313	0.480479
314	0.480198
315	0.479927
316	0.479650
317	0.479371
318	0.479098
319	0.478843
320	0.478621
321	0.478390
322	0.478140
323	0.477887
324	0.477630
325	0.477373
326	0.477095
327	0.476824
328	0.476549
329	0.476289
330	0.476019
331	0.475740
332	0.475470
333	0.475189
334	0.474908
335	0.474610
336	0.474346
337	0.474083
338	0.473802
339	0.473525
340	0.473236
341	0.472978
342	0.472695
343	0.472414
344	0.472143
345	0.471897
346	0.471588
347	0.471286
