Dimensión 1,Dimensión 2,Etiqueta
-5.41697268031423,20.445502109427885,`
-1.5365259478417619,-1.2288776239592218,a
-1.6398136347760472,4.346313627542277,b
-2.4676933910128462,6.845001977245404,c
-0.4284745334387362,-3.880384627953777,d
-2.23071470418119,1.5958965085427852,e
-43.14341352330471,229.95101147857636,f
-2.3335413563752074,-1.846224360020076,g
-1.1271043871195856,0.9629214884452507,h
-3.7096552688247644,11.15857096826393,i
-6.565347225900821,34.865513472375675,j
-1.1929695847724742,2.0013977946316968,k
-6.050436872922624,20.782026227537912,l
-2.7881193966937263,3.8939438048914696,m
-3.6942610144058343,6.227022228562058,n
-2.534132000562047,1.6449768168118037,o
-3.537226303706379,9.061977981594282,p
-1.2578844959388489,-3.316952420924049,q
-4.197146557840641,8.911733212331354,r
-2.6972592236925745,8.373431437972611,s
-3.516864598507618,9.908845172083504,t
-3.201215694029811,7.728665821695141,u
-3.0357410022127524,7.739213484824776,v
-3.069145540358048,7.726877945337051,w
-2.7892528812017336,7.738778673628787,x
-1.09921428954708,-3.6123657762319463,y
-3.7404274052002413,10.030815695459928,z
-20.091344821335504,105.510828565005,{
-3.8021873585801402,11.207816987899255,|
-16.834470371592115,86.48106953568808,}
-5.432228355200285,21.241564250347537,~
-3.7094051508586037,-1.068367761423575,DEL
