Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance
14,0,84.1739,47.7560,Archer,83.6487,83.0752,21.6942,5.4601,6.1219,1.9060,200,84.8880
14,1,84.1739,62.3360,Archer,83.6487,83.0752,21.6942,5.4601,6.1219,1.9060,200,84.8880
14,2,84.8880,74.0175,Archer,83.6487,83.0752,21.6942,5.4601,6.1219,1.9060,200,84.8880
14,3,84.8880,80.4495,Archer,83.6487,83.0752,21.6942,5.4601,6.1219,1.9060,200,84.8880
14,4,84.8880,82.4519,Archer,83.6487,83.0752,21.6942,5.4601,6.1219,1.9060,200,84.8880
14,5,84.8880,84.1703,Archer,83.6487,83.0752,21.6942,5.4601,6.1219,1.9060,200,84.8880
15,0,52.6524,36.5936,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
15,1,66.7028,44.2703,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
15,2,72.2471,50.5188,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
15,3,72.2471,57.7526,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
15,4,72.2471,63.9382,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
15,5,72.2471,67.2814,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
15,6,72.2471,69.3331,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
15,7,72.2471,70.6638,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
15,8,72.2471,71.3090,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
15,9,72.9235,71.8096,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
15,10,72.9235,72.0825,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
15,11,72.9235,72.2837,Archer,74.0195,83.6042,12.5138,4.3058,25.5566,1.8899,200,72.9235
16,0,71.8771,40.7174,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,1,71.8771,51.7059,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,2,76.7462,60.0088,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,3,78.2491,66.2273,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,4,79.3704,70.9609,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,5,82.4426,74.7500,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,6,82.4426,76.5712,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,7,82.4426,78.0379,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,8,82.4426,79.2771,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,9,82.4426,80.6106,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,10,82.6935,81.1754,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,11,83.2377,81.8603,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,12,83.2377,82.1621,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,13,83.2377,82.4038,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
16,14,83.2377,82.7043,Archer,79.6860,67.2917,43.5411,5.6436,3.8375,1.9503,200,83.2377
17,0,69.7148,45.6964,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,1,81.8712,56.9126,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,2,83.7151,64.4477,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,3,83.9050,71.3762,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,4,84.8356,75.7683,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,5,85.0999,79.2426,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,6,86.9910,82.3756,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,7,86.9910,83.7336,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,8,87.2213,84.9478,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,9,87.2795,85.6144,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,10,87.5262,85.8733,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,11,87.8420,86.5531,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,12,88.4354,86.8611,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,13,88.4354,87.3609,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,14,88.7387,87.6522,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
17,15,88.7737,88.0247,Archer,89.8239,84.4335,22.1794,2.9155,0.6477,1.9453,200,88.7737
18,0,75.1103,44.3678,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,1,75.1103,55.4990,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,2,80.1890,66.5883,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,3,80.4754,71.5919,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,4,81.1918,74.4608,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,5,81.1918,76.8326,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,6,81.4060,78.5690,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,7,81.4060,79.5726,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,8,81.7365,80.0171,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,9,81.9349,80.5968,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,10,82.1471,80.9747,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,11,82.2074,81.1912,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
18,12,82.2074,81.3950,Archer,84.4730,95.2501,11.7636,7.5149,0.9984,1.9672,200,82.2074
19,0,73.8167,43.5049,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,1,73.8167,52.2239,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,2,78.8636,63.8084,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
19,3,78.8636,69.8178,Archer,87.7541,81.9061,26.6550,3.0508,0.6340,1.8618,200,87.3327
