Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance
20,1,50.6346,38.6287,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
20,2,52.6786,44.0453,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
20,3,52.6786,46.8258,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
20,4,57.8592,50.0078,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
20,5,57.8592,51.6136,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
20,6,57.8592,53.6982,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
20,7,57.9502,55.2491,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
20,8,57.9502,56.2406,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
20,9,57.9502,57.1478,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
20,10,58.3810,57.5108,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
20,11,58.3816,57.5247,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
20,12,58.3833,57.8112,Warrior,87.7533,78.2631,33.2798,0.6782,0.0256,1.9693,200,58.3833
