Época	Pérdida
1	0.690710
2	0.681691
3	0.669449
4	0.655449
5	0.642208
6	0.631646
7	0.622182
8	0.610825
9	0.599296
10	0.589993
11	0.583103
12	0.577189
13	0.572724
14	0.570075
15	0.568016
16	0.566199
17	0.564203
18	0.561769
19	0.559352
20	0.557372
21	0.555782
22	0.554409
23	0.552991
24	0.551445
25	0.549716
26	0.547745
27	0.545749
28	0.543854
29	0.541992
30	0.540163
31	0.538046
32	0.535880
33	0.533584
34	0.531105
35	0.528671
36	0.526195
37	0.523586
38	0.520580
39	0.517332
40	0.513871
41	0.510166
42	0.506231
43	0.501986
44	0.497646
45	0.492962
46	0.487753
47	0.482242
48	0.477040
49	0.471322
50	0.466293
51	0.461349
52	0.456640
53	0.452262
54	0.448254
55	0.443774
56	0.438639
57	0.435133
58	0.431588
59	0.429924
60	0.423562
61	0.419779
62	0.418218
63	0.413019
64	0.412050
65	0.407328
66	0.404671
67	0.400426
68	0.396812
69	0.394775
70	0.390241
71	0.388061
72	0.384636
73	0.382520
74	0.378674
75	0.375344
76	0.373468
77	0.369734
78	0.367666
79	0.364140
80	0.362573
81	0.359281
82	0.357179
83	0.355240
84	0.354699
85	0.353924
86	0.347279
87	0.347111
88	0.345306
89	0.341587
90	0.339996
91	0.338067
92	0.336039
93	0.332827
94	0.331086
95	0.329358
96	0.327294
97	0.325964
98	0.323704
99	0.323876
100	0.322296
101	0.318156
102	0.317045
103	0.317980
104	0.317803
105	0.312801
106	0.314621
107	0.309296
108	0.309455
109	0.306921
110	0.304547
111	0.303504
112	0.302856
113	0.298612
114	0.297773
115	0.296182
116	0.294476
117	0.292431
118	0.290066
119	0.289764
120	0.288034
121	0.286426
122	0.284697
123	0.282549
124	0.281159
125	0.278811
126	0.278570
127	0.278129
128	0.275824
129	0.275039
130	0.272465
131	0.271426
132	0.269242
133	0.267515
134	0.265873
135	0.265601
136	0.263427
137	0.263723
138	0.262379
139	0.260886
140	0.260138
141	0.256417
142	0.257332
143	0.257974
144	0.255825
145	0.254536
146	0.250474
147	0.252058
148	0.249897
149	0.249911
150	0.247369
151	0.244912
152	0.245042
153	0.244424
154	0.244086
155	0.241175
156	0.239077
157	0.240200
158	0.241658
159	0.239621
160	0.234893
161	0.235363
162	0.235658
163	0.233802
164	0.230513
165	0.229499
166	0.230870
167	0.229291
168	0.227350
169	0.225426
170	0.224427
171	0.223813
172	0.222063
173	0.221134
174	0.219494
175	0.218459
176	0.217615
177	0.215957
178	0.215648
179	0.215627
180	0.214571
181	0.212861
182	0.211021
183	0.209961
184	0.209022
185	0.207963
186	0.208765
187	0.208437
188	0.210310
189	0.210521
190	0.207398
