Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,43.1547,28.9811,Warrior,49.7868,61.8000,65.7643,3.4177,19.2311,1.8544,200,54.4663,354.0947,421.2152,408.4855,478.0300,330.4682,0.0419
1,1,42.8852,32.1190,Warrior,80.0912,42.1496,54.6101,7.8638,15.2852,1.4764,200,54.4663,283.3513,312.1580,337.9445,365.6080,287.8342,0.0418
1,2,54.3122,35.9047,Warrior,79.3985,59.3638,54.2256,4.0847,2.9273,1.9650,200,54.4663,248.4173,193.8672,339.0475,305.5722,296.2439,0.0502
1,3,54.3122,40.2652,Warrior,79.3985,59.3638,54.2256,4.0847,2.9273,1.9650,200,54.4663,206.7984,138.8645,315.0030,201.8750,228.5521,0.0551
1,4,54.3122,43.0937,Warrior,79.3985,59.3638,54.2256,4.0847,2.9273,1.9650,200,54.4663,128.2815,93.3171,199.0080,48.2709,164.5269,0.0515
1,5,54.3122,45.8279,Warrior,79.3985,59.3638,54.2256,4.0847,2.9273,1.9650,200,54.4663,104.8001,91.4839,123.0952,37.7108,97.3520,0.0562
1,6,54.3122,47.8429,Warrior,79.3985,59.3638,54.2256,4.0847,2.9273,1.9650,200,54.4663,85.1375,93.6734,73.9867,24.5158,57.7608,0.0459
1,7,54.3122,49.9929,Warrior,79.3985,59.3638,54.2256,4.0847,2.9273,1.9650,200,54.4663,58.4041,64.0890,44.8053,5.6475,29.0325,0.0340
1,8,54.3122,51.9059,Warrior,79.3985,59.3638,54.2256,4.0847,2.9273,1.9650,200,54.4663,40.0122,39.0855,32.5802,4.4131,13.0951,0.0115
1,9,54.3122,53.0806,Warrior,79.3985,59.3638,54.2256,4.0847,2.9273,1.9650,200,54.4663,26.6327,23.4246,23.9358,3.2761,0.3180,0.0000
1,10,54.3196,53.7165,Warrior,73.9754,65.9097,53.5818,3.8057,2.7274,1.9650,200,54.4663,16.4566,13.4506,10.6426,1.5395,0.2852,0.0000
1,11,54.4663,54.1289,Warrior,78.2765,61.3512,53.4593,4.0270,2.8860,1.9650,200,54.4663,8.3243,5.9299,2.4719,0.4089,0.1281,0.0000
2,0,51.2051,32.9768,Warrior,74.2179,73.8665,26.7859,8.0105,17.1192,1.8779,200,52.7510,292.2425,303.7759,345.6987,354.7179,388.8406,0.0405
2,1,51.2051,37.5321,Warrior,74.2179,73.8665,26.7859,8.0105,17.1192,1.8779,200,52.7510,246.5338,215.1129,249.1121,227.5154,253.8221,0.0430
2,2,52.3531,42.7911,Warrior,75.5837,75.2258,27.2789,6.8681,15.0436,1.8779,200,52.7510,127.7183,183.0946,186.2357,93.6823,149.2546,0.0374
2,3,52.4374,47.0775,Warrior,75.6865,75.3282,27.3160,6.8774,14.7918,1.8779,200,52.7510,82.8312,76.1781,135.6606,52.0583,39.0750,0.0237
2,4,52.4644,49.1949,Warrior,74.5602,74.2072,30.0083,6.6526,14.5717,1.8779,200,52.7510,48.1952,65.2328,131.0443,21.4080,12.9969,0.0136
2,5,52.4644,50.7718,Warrior,74.5602,74.2072,30.0083,6.6526,14.5717,1.8779,200,52.7510,31.5243,38.5494,127.1151,9.8349,2.8438,0.0040
2,6,52.7510,51.6356,Warrior,76.5181,73.0100,29.6513,7.1156,13.7051,1.8779,200,52.7510,22.0078,30.5307,103.8673,0.1542,0.7023,0.0000
2,7,52.7510,52.0327,Warrior,76.5181,73.0100,29.6513,7.1156,13.7051,1.8779,200,52.7510,12.7711,21.2227,61.9562,0.1154,0.6237,0.0000
2,8,52.7510,52.2755,Warrior,76.5181,73.0100,29.6513,7.1156,13.7051,1.8779,200,52.7510,6.0616,12.8456,31.7216,0.0562,0.3667,0.0000
3,0,40.3018,29.6062,Warrior,57.1603,47.7926,47.9139,3.5582,43.5750,1.8472,200,56.8718,225.8352,390.2685,416.2812,368.0816,312.3105,0.0454
3,1,53.0574,31.9000,Warrior,72.7083,55.1497,65.3932,4.8562,1.8926,1.8740,200,56.8718,169.1709,333.2244,453.7154,356.8577,260.5781,0.0437
3,2,53.0574,34.3602,Warrior,72.7083,55.1497,65.3932,4.8562,1.8926,1.8740,200,56.8718,104.9348,243.6138,547.7154,313.9545,265.6515,0.0415
3,3,52.1879,37.0443,Warrior,72.7083,55.1497,65.3932,4.8562,1.8926,1.8559,200,56.8718,79.3684,257.1657,641.4901,227.4705,266.3512,0.0427
3,4,56.4959,40.1534,Warrior,85.2305,64.6479,42.3687,5.5343,2.2186,1.8740,200,56.8718,78.2042,187.6173,586.8552,130.7133,290.5742,0.0371
3,5,56.4959,43.9307,Warrior,85.2305,64.6479,42.3687,5.5343,2.2186,1.8740,200,56.8718,87.9472,132.2010,605.3443,51.8753,304.2808,0.0241
3,6,56.4959,46.7898,Warrior,85.2305,64.6479,42.3687,5.5343,2.2186,1.8740,200,56.8718,122.2503,118.8230,494.8275,22.2784,238.2590,0.0182
3,7,56.4959,50.2970,Warrior,85.2305,64.6479,42.3687,5.5343,2.2186,1.8740,200,56.8718,124.4443,87.3590,342.6676,9.9154,161.1143,0.0099
3,8,56.8718,53.5376,Warrior,85.6605,64.9741,42.5825,4.8807,1.9022,1.8740,200,56.8718,87.1850,52.1423,184.9665,4.8509,56.9533,0.0017
3,9,56.8718,55.3212,Warrior,85.6605,64.9741,42.5825,4.8807,1.9022,1.8740,200,56.8718,45.6060,25.4925,80.7475,2.5511,0.0984,0.0007
3,10,56.8718,55.8443,Warrior,85.6605,64.9741,42.5825,4.8807,1.9022,1.8740,200,56.8718,34.0571,12.9916,29.1163,2.2474,0.0723,0.0005
3,11,56.8718,56.2435,Warrior,85.6605,64.9741,42.5825,4.8807,1.9022,1.8740,200,56.8718,17.0477,3.6008,11.4580,1.7490,0.0212,0.0000
3,12,56.8718,56.4906,Warrior,85.6605,64.9741,42.5825,4.8807,1.9022,1.8740,200,56.8718,4.1383,1.2553,0.5815,0.2282,0.0098,0.0000
4,0,45.0674,29.0982,Warrior,96.4003,54.6569,29.2179,8.5823,11.1426,1.7675,200,55.8219,450.4795,511.4653,450.7750,383.4469,371.2286,0.0478
4,1,45.0674,33.6720,Warrior,96.4003,54.6569,29.2179,8.5823,11.1426,1.7675,200,55.8219,380.0591,460.2977,329.5379,277.2286,297.5294,0.0401
4,2,46.3173,37.5414,Warrior,66.3290,75.9705,25.9251,6.4107,25.3647,1.8349,200,55.8219,373.9373,394.0807,320.5926,210.2291,275.9123,0.0316
4,3,46.3877,41.2288,Warrior,85.5315,48.4945,53.1435,5.3182,7.5123,1.7675,200,55.8219,350.8150,297.8637,248.0477,92.6789,135.3542,0.0236
4,4,52.0364,43.8485,Warrior,73.2694,83.9197,28.6378,5.8746,8.2984,1.8349,200,55.8219,228.2390,226.5947,146.1795,47.1028,74.2306,0.0123
4,5,52.0364,45.6221,Warrior,73.2694,83.9197,28.6378,5.8746,8.2984,1.8349,200,55.8219,193.7543,189.7163,125.2251,15.9771,63.3861,0.0090
4,6,52.0364,47.1285,Warrior,73.2694,83.9197,28.6378,5.8746,8.2984,1.8349,200,55.8219,176.0150,152.2138,95.4311,17.1242,47.9883,0.0015
4,7,54.6190,48.1704,Warrior,87.4711,72.0657,24.5926,6.5010,9.3695,1.8766,200,55.8219,163.9133,163.9667,65.9766,12.5579,49.6411,0.0013
4,8,54.6619,49.8205,Warrior,86.8804,71.5790,25.7772,6.4571,9.3063,1.8766,200,55.8219,126.1902,138.6486,30.8334,12.3581,35.5609,0.0010
4,9,54.7434,51.2761,Warrior,86.9803,71.6613,25.8069,6.2345,9.3170,1.8766,200,55.8219,80.7370,107.0469,22.1587,9.0882,16.7806,0.0006
4,10,54.7468,52.2102,Warrior,86.9850,71.6652,25.8082,6.2349,9.3068,1.8766,200,55.8219,64.9031,76.1317,6.9971,2.8666,9.0069,0.0005
4,11,55.3620,53.0226,Warrior,90.2401,69.1417,27.3509,5.4992,7.7681,1.8766,200,55.8219,54.0572,54.2167,3.9636,1.5416,2.0891,0.0006
4,12,55.3620,53.7302,Warrior,90.2401,69.1417,27.3509,5.4992,7.7681,1.8766,200,55.8219,36.6147,30.3115,2.2947,1.1996,3.1863,0.0005
4,13,55.3620,54.2319,Warrior,90.2401,69.1417,27.3509,5.4992,7.7681,1.8766,200,55.8219,21.1630,17.3150,1.5448,1.1834,1.8876,0.0004
4,14,55.8219,54.6897,Warrior,97.9026,65.1430,26.8938,0.7858,9.2748,1.8766,200,55.8219,11.6779,11.1217,1.4617,0.4406,0.4716,0.0002
4,15,55.8219,55.0665,Warrior,97.9026,65.1430,26.8938,0.7858,9.2748,1.8766,200,55.8219,6.4548,3.5226,0.6297,0.6698,0.5274,0.0000
4,16,55.8219,55.2464,Warrior,97.9026,65.1430,26.8938,0.7858,9.2748,1.8766,200,55.8219,3.7759,2.3482,0.3704,0.3525,0.3891,0.0000
4,17,55.8219,55.3369,Warrior,97.9026,65.1430,26.8938,0.7858,9.2748,1.8766,200,55.8219,3.4701,2.5175,0.2326,0.2998,0.2573,0.0000
5,0,44.3034,31.0793,Warrior,55.2817,49.2632,65.5006,2.4934,27.4612,1.9248,200,60.1277,434.8763,420.2242,473.4197,368.4340,427.9460,0.0398
5,1,47.3134,33.9978,Warrior,89.9280,82.7581,10.7069,2.8006,13.8063,1.4314,200,60.1277,401.5665,426.9626,509.4773,261.4015,383.7173,0.0310
5,2,52.0103,37.1730,Warrior,85.3637,73.4932,16.1279,4.2186,20.7965,1.9248,200,60.1277,373.8075,353.6649,624.6673,226.7735,297.1665,0.0238
5,3,57.4883,40.7240,Warrior,78.3006,104.3571,13.5013,3.5316,0.3093,1.9248,200,60.1277,288.0716,340.1716,689.7710,221.9861,151.6648,0.0316
5,4,59.1841,43.5466,Warrior,98.0261,80.1113,17.5803,3.9375,0.3449,1.9248,200,60.1277,238.2329,277.5489,673.6013,124.5264,116.8664,0.0366
5,5,57.4883,45.4436,Warrior,78.3006,104.3571,13.5013,3.5316,0.3093,1.9248,200,60.1277,191.6965,297.4407,712.9880,93.2918,127.3760,0.0432
5,6,57.4410,47.7927,Warrior,76.5833,102.0684,17.1947,3.8511,0.3025,1.9248,200,60.1277,174.4239,270.1509,722.2622,62.9928,127.5670,0.0443
5,7,59.4637,51.2487,Warrior,96.5648,88.8657,11.4971,2.7908,0.2816,1.9248,200,60.1277,113.4975,227.1997,609.8126,47.8765,99.9747,0.0359
5,8,59.4737,53.9766,Warrior,96.5792,88.8790,11.4988,2.7912,0.2518,1.9248,200,60.1277,74.0194,205.1745,566.7934,34.6080,70.5406,0.0184
5,9,59.2009,55.9043,Warrior,92.7059,85.3145,17.1392,4.4831,0.3571,1.9248,200,60.1277,56.2029,188.5021,483.5877,23.3703,52.5369,0.0002
5,10,59.3687,56.8383,Warrior,83.3458,96.0527,18.0518,2.3174,0.2324,1.9248,200,60.1277,63.0972,188.3998,463.5219,18.8582,31.2474,0.0002
5,11,59.7510,57.7965,Warrior,84.0603,93.1663,20.4452,2.0509,0.2772,1.9248,200,60.1277,63.3166,169.7247,399.2866,9.7336,11.6841,0.0002
5,12,60.0326,58.6111,Warrior,96.3504,82.9521,18.1358,2.3282,0.2334,1.9248,200,60.1277,50.5566,134.4475,300.1104,1.3545,3.9096,0.0002
5,13,60.1235,59.0442,Warrior,96.4630,83.0491,18.1570,2.0533,0.2776,1.9248,200,60.1277,43.2477,106.7861,204.8010,1.2438,0.3491,0.0000
5,14,60.0717,59.3283,Warrior,96.8009,83.3399,17.5022,2.0763,0.2807,1.9248,200,60.1277,37.0752,79.0349,107.6088,1.1809,0.1729,0.0000
5,15,60.1277,59.5427,Warrior,93.8472,86.3648,17.3502,2.0762,0.3615,1.9248,200,60.1277,37.8502,47.6734,56.8396,1.0114,0.0012,0.0000
6,0,47.0027,31.0797,Warrior,58.3777,94.2410,24.2937,15.8999,7.1878,1.8708,200,55.3863,304.7941,485.1459,350.6051,252.0387,300.6630,0.0325
6,1,47.0027,35.0422,Warrior,58.3777,94.2410,24.2937,15.8999,7.1878,1.8708,200,55.3863,163.6241,427.6837,262.4250,173.1397,198.7606,0.0273
6,2,47.5416,38.5163,Warrior,65.9368,62.4192,43.6477,19.8779,8.1185,1.8708,200,55.3863,111.5868,474.3950,258.3279,117.4453,161.1147,0.0254
6,3,49.5320,42.1731,Warrior,77.5946,65.1617,28.8429,19.5589,8.8419,1.8756,200,55.3863,60.9969,440.2605,179.8631,54.3855,141.8486,0.0107
6,4,53.4404,44.9194,Warrior,73.9575,61.9295,51.0286,3.9783,9.1061,1.8708,200,55.3863,50.9112,310.3870,95.4523,45.2203,98.0154,0.0061
6,5,53.4404,46.7034,Warrior,73.9575,61.9295,51.0286,3.9783,9.1061,1.8708,200,55.3863,56.7006,229.3484,76.3318,31.8686,49.7353,0.0044
6,6,53.4404,48.3176,Warrior,73.9575,61.9295,51.0286,3.9783,9.1061,1.8708,200,55.3863,47.3292,135.0436,77.6444,24.4172,13.1933,0.0045
6,7,54.1626,49.6219,Warrior,72.7651,77.4716,36.0410,4.1768,9.5456,1.8708,200,55.3863,35.0178,72.3652,76.3694,21.2822,1.8070,0.0001
6,8,55.2244,50.3699,Warrior,82.0348,72.4560,32.0716,3.9861,9.4515,1.8708,200,55.3863,23.4268,44.7695,61.1752,26.4208,0.7960,0.0000
6,9,55.2244,51.4683,Warrior,82.0348,72.4560,32.0716,3.9861,9.4515,1.8708,200,55.3863,12.5394,38.7067,70.2351,38.2987,0.8694,0.0000
6,10,55.2244,52.4561,Warrior,82.0348,72.4560,32.0716,3.9861,9.4515,1.8708,200,55.3863,16.7281,32.5557,73.8797,39.3842,0.7100,0.0000
6,11,55.2244,53.5803,Warrior,82.0348,72.4560,32.0716,3.9861,9.4515,1.8708,200,55.3863,21.7877,25.7910,47.8905,23.9118,0.5892,0.0000
6,12,55.3388,54.3504,Warrior,82.1800,72.5842,32.1283,3.9853,9.1222,1.8708,200,55.3863,20.0473,16.5546,30.4195,11.7972,0.5377,0.0000
6,13,55.4966,54.9023,Warrior,82.3731,72.7548,32.2038,3.8559,8.8124,1.8708,200,55.3863,12.5952,7.8053,18.0832,1.3195,0.2262,0.0000
6,14,55.3863,55.1167,Warrior,82.2332,72.6312,32.1491,3.8584,9.1281,1.8708,200,55.3863,3.8406,5.4812,11.0080,0.0073,0.0724,0.0000
7,0,45.8024,30.0163,Warrior,104.4132,54.9061,10.7008,5.1673,24.8125,1.9068,200,57.7722,459.0877,425.0067,602.4541,496.4967,485.1669,0.0318
7,1,44.2325,33.9370,Warrior,75.7552,58.0808,19.4774,11.8143,34.8723,1.9068,200,57.7722,420.7433,334.8208,553.6628,282.1302,451.2653,0.0288
7,2,55.7635,38.6070,Warrior,90.0557,79.9597,15.5836,7.5252,6.8759,1.9068,200,57.7722,426.5911,252.1402,478.0577,200.0781,231.5630,0.0243
7,3,57.1816,42.1802,Warrior,97.9302,73.2191,19.5759,4.8465,4.4283,1.9068,200,57.7722,454.8613,173.2629,335.7449,101.9280,162.3361,0.0302
7,4,57.7639,46.3770,Warrior,90.5692,80.4156,19.6876,4.8741,4.4536,1.9068,200,57.7722,288.4172,97.5709,157.3706,45.4844,130.6173,0.0337
7,5,57.7722,50.6434,Warrior,90.5806,80.4257,19.6901,4.8747,4.4289,1.9068,200,57.7722,149.1393,68.3938,98.9650,11.2364,48.0262,0.0321
7,6,57.7722,53.9884,Warrior,90.5806,80.4257,19.6901,4.8747,4.4289,1.9068,200,57.7722,46.3287,40.9015,28.5840,3.8526,27.6771,0.0172
7,7,57.7722,55.8142,Warrior,90.5806,80.4257,19.6901,4.8747,4.4289,1.9068,200,57.7722,20.2736,16.4737,20.4174,4.3310,1.5710,0.0064
7,8,57.7722,56.7229,Warrior,90.5806,80.4257,19.6901,4.8747,4.4289,1.9068,200,57.7722,14.4192,13.6463,10.7278,2.0354,1.9290,0.0013
7,9,57.7722,57.2330,Warrior,90.5806,80.4257,19.6901,4.8747,4.4289,1.9068,200,57.7722,8.0344,9.5117,5.9718,1.0329,1.4149,0.0000
8,0,44.0862,30.5065,Warrior,67.6402,58.8320,48.9023,5.5848,19.0407,1.4576,200,53.7151,344.3031,601.9692,570.3385,419.7107,491.4771,0.0303
8,1,45.0426,34.5469,Warrior,64.7480,54.5555,57.0279,10.1760,13.4927,1.9884,200,53.7151,246.2471,535.4991,504.7605,346.7775,397.7842,0.0393
