Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,48.1244,31.3527,Warrior,72.8686,58.7255,34.2041,0.6691,33.5327,1.9315,200,58.5426,265.2137,458.3397,368.4598,398.7420,342.1607,0.0454
1,1,48.1244,36.8435,Warrior,72.8686,58.7255,34.2041,0.6691,33.5327,1.9315,200,58.5426,207.1558,240.9260,227.2866,264.7798,321.7025,0.0387
1,2,49.0419,40.1303,Warrior,75.0390,57.7263,55.3041,7.3470,4.5835,1.9915,200,58.5426,230.9304,200.5974,191.4494,190.0220,285.9537,0.0277
1,3,58.2440,45.0304,Warrior,84.8749,68.4015,39.8398,0.7794,6.1044,1.9315,200,58.5426,157.7396,104.1845,175.5314,59.2702,197.1666,0.0154
1,4,58.3553,47.8210,Warrior,85.8581,69.1939,38.0289,0.7440,6.1752,1.9315,200,58.5426,84.2926,100.0720,170.0901,33.8933,184.8748,0.0022
1,5,58.3553,49.7736,Warrior,85.8581,69.1939,38.0289,0.7440,6.1752,1.9315,200,58.5426,70.6376,92.4205,149.3936,20.5938,160.6882,0.0009
1,6,58.3553,51.6780,Warrior,85.8581,69.1939,38.0289,0.7440,6.1752,1.9315,200,58.5426,46.3184,85.0134,118.3911,15.9295,120.2576,0.0009
1,7,58.5155,53.8807,Warrior,85.2113,68.6726,39.9977,0.7825,5.3359,1.9315,200,58.5426,36.0055,65.7671,109.4347,12.4896,77.2163,0.0006
1,8,58.5426,56.0239,Warrior,85.8581,69.1939,38.0289,0.7440,6.1752,1.9194,200,58.5426,33.9514,42.8570,84.9088,8.2767,16.7541,0.0004
1,9,58.5426,57.1841,Warrior,85.8581,69.1939,38.0289,0.7440,6.1752,1.9194,200,58.5426,32.7263,24.7558,70.9574,5.5039,8.1478,0.0001
2,0,55.1305,32.2181,Warrior,80.2604,74.7193,33.5681,0.0905,11.3618,1.9637,200,59.4398,284.5654,319.9051,370.7399,297.9903,426.9673,0.0465
2,1,55.1305,38.4793,Warrior,80.2604,74.7193,33.5681,0.0905,11.3618,1.9637,200,59.4398,216.3222,195.7113,260.5479,239.0491,301.7967,0.0463
2,2,55.2469,45.7852,Warrior,74.8524,66.9620,52.8070,0.9700,4.4087,1.9637,200,59.4398,197.8414,177.6066,240.0709,140.6294,276.2865,0.0287
2,3,56.6036,50.4464,Warrior,78.3762,76.2418,34.2521,6.9027,4.2273,1.9221,200,59.4398,100.3691,82.9391,194.4612,86.0607,85.5178,0.0185
2,4,57.5738,53.1689,Warrior,83.2658,77.5172,34.8251,0.0939,4.2980,1.9637,200,59.4398,48.8648,67.2502,163.2579,44.2728,34.4852,0.0131
2,5,59.0440,54.9801,Warrior,89.8777,66.1729,39.0275,0.1053,4.8166,1.9221,200,59.4398,23.4546,65.9013,111.4024,10.5481,11.9187,0.0051
2,6,59.3868,56.0110,Warrior,83.0457,77.3123,34.7330,0.1050,4.8039,1.9221,200,59.4398,18.5477,58.0757,84.2757,9.4569,11.3687,0.0014
2,7,59.3868,56.7949,Warrior,83.0457,77.3123,34.7330,0.1050,4.8039,1.9221,200,59.4398,17.7462,37.1692,58.0130,4.3009,6.5684,0.0008
2,8,59.3868,57.3568,Warrior,83.0457,77.3123,34.7330,0.1050,4.8039,1.9221,200,59.4398,12.8130,19.4239,24.9460,2.2227,3.5055,0.0004
2,9,59.4398,57.7491,Warrior,83.1081,77.3704,34.7591,0.1051,4.6573,1.9221,200,59.4398,7.2828,17.3761,11.9400,0.9322,1.5295,0.0003
3,0,44.8658,30.6552,Warrior,82.5965,41.8360,53.5385,12.5793,9.4496,1.9910,200,56.0146,422.5840,493.8478,475.8146,438.6364,341.1489,0.0298
3,1,46.4489,34.1289,Warrior,69.1634,55.7233,56.6670,10.5335,7.9128,1.9910,200,56.0146,268.5827,407.9777,392.3268,352.6832,361.9924,0.0280
3,2,46.4489,37.2958,Warrior,69.1634,55.7233,56.6670,10.5335,7.9128,1.9910,200,56.0146,169.6375,322.6936,360.5484,187.4920,221.4900,0.0274
3,3,46.4489,40.3591,Warrior,69.1634,55.7233,56.6670,10.5335,7.9128,1.9910,200,56.0146,154.8617,209.3708,248.1025,74.1567,170.2139,0.0272
3,4,52.2667,42.6297,Warrior,64.5311,62.3152,63.3705,1.0022,8.7809,1.8874,200,56.0146,153.2967,160.8361,202.2977,54.0104,159.9053,0.0193
3,5,52.2667,44.1372,Warrior,64.5311,62.3152,63.3705,1.0022,8.7809,1.8874,200,56.0146,146.0160,122.7627,120.4243,35.6964,119.7843,0.0072
3,6,55.6828,45.7101,Warrior,74.4572,71.9004,42.3545,1.1564,10.1315,1.8874,200,56.0146,117.4495,113.1543,97.0789,41.9765,71.8882,0.0055
3,7,55.7415,46.9151,Warrior,74.5146,71.9559,42.3872,1.0030,10.1394,1.8874,200,56.0146,94.1203,78.9662,43.3209,28.6795,37.2313,0.0034
3,8,55.7415,48.9097,Warrior,74.5146,71.9559,42.3872,1.0030,10.1394,1.8874,200,56.0146,74.9324,71.2105,38.2429,31.5975,13.7893,0.0035
3,9,56.0146,50.5217,Warrior,74.8235,72.2541,42.5628,1.0613,9.2984,1.8874,200,56.0146,58.7758,51.3930,35.0445,24.8707,6.7021,0.0022
4,0,43.8721,30.5737,Warrior,72.8304,62.9448,43.4567,4.5050,16.2631,1.5391,200,54.0451,356.9765,579.6816,420.0759,370.4457,398.8822,0.0368
4,1,45.9292,33.9791,Warrior,72.8304,62.9448,43.4567,4.5050,16.2631,1.4366,200,54.0451,224.5421,471.9833,421.6064,351.2411,260.8359,0.0340
4,2,48.1300,35.9685,Warrior,72.4332,62.6016,43.2198,4.7170,17.0284,1.8105,200,54.0451,156.0623,468.0078,435.1231,339.4967,206.9496,0.0327
4,3,53.5922,38.5014,Warrior,78.9694,84.3882,16.9210,12.1224,7.5989,1.9101,200,54.0451,117.1352,421.4008,383.6057,234.5636,115.1523,0.0269
4,4,54.2556,40.8489,Warrior,83.2208,75.4544,22.3414,10.9754,8.0080,1.9101,200,54.0451,115.1762,370.1952,331.7990,147.8417,90.9679,0.0221
4,5,54.3807,44.1552,Warrior,83.3913,75.6090,22.3872,10.9979,7.6145,1.9101,200,54.0451,93.2295,315.8106,271.9907,58.7906,62.5426,0.0176
4,6,54.1583,46.4509,Warrior,80.7549,77.3185,22.8934,11.2466,7.7867,1.9101,200,54.0451,82.7200,212.1330,203.0936,21.1448,60.8628,0.0186
4,7,54.1583,49.0621,Warrior,80.7549,77.3185,22.8934,11.2466,7.7867,1.9101,200,54.0451,54.7837,156.4129,188.3154,13.5068,47.4185,0.0117
4,8,54.1583,51.4012,Warrior,80.7549,77.3185,22.8934,11.2466,7.7867,1.9101,200,54.0451,39.9746,101.5397,160.2834,10.8882,35.8715,0.0085
4,9,54.0451,52.6290,Warrior,80.6494,77.2176,22.8635,11.8447,7.4249,1.9101,200,54.0451,23.7800,55.2529,111.1423,6.5765,16.8574,0.0041
5,0,45.7056,29.5308,Warrior,63.7853,45.8985,63.3799,11.6242,15.3121,1.9482,200,50.6724,345.7993,318.0681,303.5179,296.6863,372.6118,0.0388
5,1,47.6271,33.3034,Warrior,72.5466,71.0731,37.1039,15.2522,4.0241,1.8000,200,50.6724,212.2160,220.9302,221.0350,251.0417,336.4129,0.0470
5,2,47.6271,38.5491,Warrior,72.5466,71.0731,37.1039,15.2522,4.0241,1.8000,200,50.6724,110.7051,214.4967,142.2546,153.4989,204.4922,0.0470
