Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,47.2945,30.3958,Warrior,67.4800,89.6703,9.6217,17.7317,15.4962,1.8908,200,53.0274,506.1590,424.8308,441.9549,464.7099,430.0262,0.0430
1,1,49.1337,34.8272,Warrior,73.0411,97.0601,10.4147,19.1930,0.2911,1.8407,200,53.0274,352.3023,502.8348,452.4381,355.2391,393.7453,0.0406
1,2,49.7110,39.6480,Warrior,75.7344,90.1965,13.8665,19.9007,0.3018,1.8407,200,53.0274,227.6117,420.9930,573.5995,214.7530,321.5628,0.0284
1,3,49.9510,43.0293,Warrior,76.0074,90.5217,13.9165,19.2622,0.2922,1.8407,200,53.0274,171.1251,322.3935,528.8930,139.8794,307.6656,0.0087
1,4,51.7594,46.6581,Warrior,85.6063,79.3976,12.2063,22.4948,0.2950,1.8908,200,53.0274,83.3008,264.9303,487.8312,32.9236,136.3745,0.0011
1,5,51.7594,48.3227,Warrior,85.6063,79.3976,12.2063,22.4948,0.2950,1.8908,200,53.0274,40.5114,203.8786,280.1431,14.7347,73.4379,0.0008
1,6,51.7594,49.1253,Warrior,85.6063,79.3976,12.2063,22.4948,0.2950,1.8908,200,53.0274,31.2405,128.5721,206.9115,7.2261,41.4887,0.0005
1,7,51.7594,49.6698,Warrior,85.6063,79.3976,12.2063,22.4948,0.2950,1.8908,200,53.0274,24.0713,52.0868,84.8304,4.4509,11.7276,0.0003
1,8,52.6964,50.2145,Warrior,85.5162,79.3141,14.6280,20.2471,0.2947,1.8908,200,53.0274,27.1281,43.6091,36.3699,3.3492,7.2046,0.0005
1,9,52.6964,50.5771,Warrior,85.5162,79.3141,14.6280,20.2471,0.2947,1.8908,200,53.0274,26.7365,41.2319,36.6078,3.0624,4.6707,0.0006
1,10,53.0117,51.1887,Warrior,86.2629,80.0066,14.0232,19.4100,0.2972,1.8908,200,53.0274,21.2380,27.1336,1.1345,1.9815,2.6343,0.0006
1,11,53.0117,51.4978,Warrior,86.2629,80.0066,14.0232,19.4100,0.2972,1.8908,200,53.0274,18.0864,22.9912,1.2789,1.9443,4.9076,0.0005
1,12,53.0125,51.8983,Warrior,86.2642,80.0078,14.0234,19.4102,0.2944,1.8908,200,53.0274,13.6871,14.9843,1.1751,1.8189,4.9080,0.0003
1,13,53.0274,52.1951,Warrior,85.9144,79.6834,14.6961,19.4100,0.2960,1.8908,200,53.0274,10.6215,10.2142,1.0251,1.7370,2.6342,0.0002
1,14,53.0274,52.5550,Warrior,85.9144,79.6834,14.6961,19.4100,0.2960,1.8908,200,53.0274,6.3087,6.3290,0.6108,1.2295,0.0005,0.0001
2,0,45.2343,29.8733,Warrior,70.7988,47.3272,42.1381,6.5680,33.1679,1.8914,200,51.1553,554.3272,445.1264,432.6837,419.2333,339.5666,0.0431
2,1,45.2343,33.2203,Warrior,70.7988,47.3272,42.1381,6.5680,33.1679,1.8914,200,51.1553,477.9023,429.0879,313.5262,437.6063,273.0634,0.0495
2,2,45.4599,38.6368,Warrior,70.1628,49.5357,41.3288,6.4419,32.5308,1.8814,200,51.1553,343.0195,246.7973,253.3515,332.6004,161.9950,0.0300
2,3,46.9771,41.4900,Warrior,63.7254,63.7321,37.3355,5.8194,29.3876,1.8914,200,51.1553,150.0648,188.6029,185.0383,190.9378,87.9011,0.0208
2,4,50.7596,43.7858,Warrior,77.0032,54.3652,45.3581,7.0699,16.2036,1.8814,200,51.1553,89.8328,118.8129,118.9805,76.5090,28.6725,0.0036
2,5,50.7596,44.8806,Warrior,77.0032,54.3652,45.3581,7.0699,16.2036,1.8814,200,51.1553,39.6616,73.9267,58.2598,46.3949,27.9120,0.0006
