Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,45.0974,30.1597,Warrior,54.4026,65.0455,66.6950,0.4134,13.4435,1.9831,200,55.1594,454.9125,338.1585,425.5443,446.8832,488.2294,0.0453
1,1,49.7610,33.8622,Warrior,71.8854,50.9626,61.2501,5.0300,10.8719,1.9655,200,55.1594,401.0528,276.9553,384.0093,380.6157,347.1763,0.0456
1,2,54.0133,37.8726,Warrior,84.8614,69.9042,31.0985,5.4967,8.6392,1.9655,200,55.1594,369.2983,260.5091,239.6930,265.4762,264.9221,0.0505
1,3,54.4172,40.9850,Warrior,85.4221,70.3661,31.3040,5.5330,7.3748,1.9655,200,55.1594,254.0238,285.6296,216.4777,220.5279,163.9485,0.0478
1,4,54.6594,44.4493,Warrior,81.8887,73.3371,32.6257,4.7240,7.4247,1.9655,200,55.1594,129.8591,236.2339,204.5247,138.7428,117.3579,0.0437
1,5,54.6594,47.6184,Warrior,81.8887,73.3371,32.6257,4.7240,7.4247,1.9655,200,55.1594,101.6749,203.0690,206.2568,90.9155,68.9495,0.0244
1,6,55.1594,51.1881,Warrior,86.2263,71.0285,31.5987,2.3684,8.7781,1.9655,200,55.1594,61.8030,196.7599,214.2276,22.9769,27.9142,0.0158
1,7,55.1594,52.4458,Warrior,86.2263,71.0285,31.5987,2.3684,8.7781,1.9655,200,55.1594,55.7589,92.3649,167.5032,0.9984,15.8525,0.0050
1,8,55.1594,53.6361,Warrior,86.2263,71.0285,31.5987,2.3684,8.7781,1.9655,200,55.1594,22.4847,59.1445,105.4588,0.7747,3.7569,0.0024
1,9,55.1594,54.0928,Warrior,86.2263,71.0285,31.5987,2.3684,8.7781,1.9655,200,55.1594,14.0905,37.8965,66.0283,0.8290,1.6691,0.0000
1,10,55.1594,54.3692,Warrior,86.2263,71.0285,31.5987,2.3684,8.7781,1.9655,200,55.1594,10.1146,27.0403,40.4707,1.1571,1.0058,0.0000
1,11,55.1594,54.6121,Warrior,86.2263,71.0285,31.5987,2.3684,8.7781,1.9655,200,55.1594,7.8769,10.3548,24.0667,1.3483,0.9715,0.0000
1,12,55.1594,54.8333,Warrior,86.2263,71.0285,31.5987,2.3684,8.7781,1.9655,200,55.1594,4.2697,4.5121,7.0842,1.4220,0.5393,0.0000
2,0,44.0596,30.0238,Warrior,75.8344,69.8533,38.4802,4.5449,11.2872,1.5842,200,51.9652,386.8959,529.2179,461.6323,575.8963,392.8359,0.0356
2,1,44.3726,33.2705,Warrior,79.6373,67.7139,37.3016,4.4057,10.9415,1.5842,200,51.9652,368.3675,480.9761,414.6185,486.3135,404.5160,0.0280
2,2,48.0418,35.9985,Warrior,77.2191,104.6729,9.6050,4.1165,4.3865,1.4401,200,51.9652,345.4684,455.5216,322.7151,382.5993,359.5588,0.0258
