Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,47.6997,36.7812,Warrior,74.1464,53.0946,65.1837,4.5254,3.0499,1.7864,200,55.5338,288.5754,177.5163,378.2792,235.2385,482.3566,0.0279
1,1,50.3471,44.7842,Warrior,71.2267,51.0038,69.9812,4.8585,2.9298,1.8484,200,55.5338,85.3264,62.4063,164.6378,109.6054,145.6353,0.0115
1,2,53.6464,47.7115,Warrior,73.9319,52.9410,64.9951,4.5123,3.6197,1.9077,200,55.5338,42.9831,20.2431,163.1048,40.9076,16.5513,0.0029
1,3,53.8111,50.3382,Warrior,74.1464,53.0946,65.1837,4.5254,3.0499,1.9077,200,55.5338,19.7516,7.9767,78.1818,15.8223,0.0871,0.0030
1,4,53.8111,52.1960,Warrior,74.1464,53.0946,65.1837,4.5254,3.0499,1.9077,200,55.5338,4.5948,2.5110,3.7008,2.6480,0.0630,0.0018
1,5,53.9257,52.8234,Warrior,72.5163,55.7568,63.7506,4.4259,3.5504,1.9077,200,55.5338,2.6466,1.4632,2.7917,2.6610,0.0517,0.0011
1,6,55.2488,53.4378,Warrior,78.5642,56.2580,56.8744,5.0134,3.2901,1.9077,200,55.5338,2.4430,0.7440,1.8799,0.0837,0.0475,0.0002
1,7,55.2488,53.5691,Warrior,78.5642,56.2580,56.8744,5.0134,3.2901,1.9077,200,55.5338,1.1404,0.6202,2.4173,0.0789,0.0527,0.0001
1,8,55.3491,53.6881,Warrior,78.6286,56.3041,56.9210,4.5203,3.6261,1.9077,200,55.5338,1.2487,0.7205,3.7898,0.0791,0.0528,0.0001
1,9,55.5050,53.9039,Warrior,78.8322,56.4499,57.0684,4.5372,3.1122,1.9077,200,55.5338,3.0780,1.6024,9.2325,0.0999,0.0485,0.0001
1,10,55.5050,54.1958,Warrior,78.8322,56.4499,57.0684,4.5372,3.1122,1.9077,200,55.5338,4.5287,2.4514,13.1536,0.0945,0.0466,0.0000
1,11,55.5104,54.5736,Warrior,78.8374,56.4537,57.0722,4.5243,3.1124,1.9077,200,55.5338,4.3794,2.8305,12.1134,0.0769,0.0510,0.0000
1,12,55.5104,54.8335,Warrior,78.8374,56.4537,57.0722,4.5243,3.1124,1.9077,200,55.5338,2.5038,2.7810,7.7364,0.0654,0.0505,0.0000
1,13,55.5338,55.0532,Warrior,78.9165,56.3996,57.1294,4.4788,3.0757,1.9077,200,55.5338,1.7671,1.3647,3.8542,0.0495,0.0582,0.0000
2,0,50.8388,43.9891,Warrior,67.4562,68.4583,40.1158,2.2742,21.6955,1.8886,200,50.8388,272.8652,256.0652,145.1928,390.2905,147.8533,0.0284
2,1,50.8388,49.4578,Warrior,67.4562,68.4583,40.1158,2.2742,21.6955,1.8886,200,50.8388,52.7595,52.9502,26.3629,75.6208,44.3212,0.0104
2,2,50.8388,50.6788,Warrior,67.4562,68.4583,40.1158,2.2742,21.6955,1.8886,200,50.8388,8.8187,7.0682,2.1382,4.6065,3.4781,0.0006
3,0,53.5741,46.3379,Warrior,65.8043,67.4694,59.1986,5.9731,1.5546,1.9290,200,57.7027,247.5604,372.0237,159.0215,170.8391,292.0646,0.0277
3,1,53.5741,51.6520,Warrior,65.8043,67.4694,59.1986,5.9731,1.5546,1.9290,200,57.7027,58.2937,54.8419,40.2868,20.3807,87.9699,0.0108
3,2,57.5508,52.5414,Warrior,78.6697,77.3568,36.2015,6.1670,1.6050,1.9290,200,57.7027,32.2778,10.8392,44.8290,10.8620,58.2821,0.0022
3,3,57.5700,53.9024,Warrior,78.6930,77.3796,36.2122,6.1688,1.5464,1.9290,200,57.7027,5.1006,7.9383,30.9493,23.7617,0.0081,0.0000
3,4,57.6757,55.4139,Warrior,79.5204,78.1932,34.4901,6.2337,1.5627,1.9290,200,57.7027,9.4694,13.7525,27.3097,27.4119,0.0113,0.0000
3,5,57.6757,56.5869,Warrior,79.5204,78.1932,34.4901,6.2337,1.5627,1.9290,200,57.7027,8.2006,8.7488,19.5830,11.2958,0.0131,0.0000
3,6,57.7027,57.1839,Warrior,79.5469,78.2193,34.5016,6.1690,1.5632,1.9290,200,57.7027,3.4681,2.6287,4.5479,2.3554,0.0069,0.0000
4,0,47.5964,39.3895,Warrior,68.4549,90.6158,8.3233,12.6235,19.9825,1.8923,200,48.1278,266.5787,581.8766,365.0165,206.4153,193.3438,0.0333
4,1,47.7312,44.4105,Warrior,69.8367,88.4079,8.4913,12.8784,20.3858,1.8923,200,48.1278,32.1602,156.0944,120.0477,30.0650,49.7182,0.0173
4,2,47.7428,46.2478,Warrior,70.8332,87.4001,8.0279,13.0621,20.6767,1.8923,200,48.1278,4.1542,16.9385,15.0145,4.2942,13.7615,0.0004
4,3,47.8981,46.7474,Warrior,70.2744,88.9619,8.0465,12.2037,20.5136,1.8923,200,48.1278,2.7663,13.8592,7.0328,3.8873,9.1045,0.0000
4,4,47.9272,47.1091,Warrior,70.0589,88.6892,8.5791,12.6494,20.0234,1.8923,200,48.1278,3.1601,2.1542,1.7376,5.6883,3.5987,0.0000
4,5,48.3919,47.3248,Warrior,72.1663,87.7180,8.0571,12.2199,19.8388,1.8923,200,48.1278,2.2479,1.6745,1.1308,0.7297,1.2307,0.0000
4,6,48.2782,47.5713,Warrior,72.0161,87.5354,8.0403,12.6107,19.7975,1.8923,200,48.1278,1.2155,1.2435,0.3703,0.2606,0.1720,0.0000
4,7,48.2624,47.6146,Warrior,71.7586,87.2225,8.5306,12.5780,19.9103,1.8923,200,48.1278,1.1666,1.1233,0.2020,0.0932,0.1752,0.0000
4,8,48.1648,47.6368,Warrior,71.6713,87.1163,8.4330,12.7900,19.9893,1.8923,200,48.1278,0.8909,0.9555,0.1942,0.1279,0.1167,0.0000
4,9,48.1179,47.6216,Warrior,70.6424,88.9592,8.2101,12.4860,19.7023,1.8923,200,48.1278,0.6456,0.7412,0.3573,0.1283,0.1127,0.0000
4,10,48.1278,47.6458,Warrior,70.7705,88.7579,8.2250,12.5086,19.7380,1.8923,200,48.1278,0.6183,0.5483,0.1936,0.0853,0.1021,0.0000
4,11,48.1278,47.7090,Warrior,70.7705,88.7579,8.2250,12.5086,19.7380,1.8923,200,48.1278,0.5116,0.4190,0.0304,0.0311,0.0753,0.0000
5,0,49.5309,42.2034,Warrior,90.1696,68.1880,13.1934,20.6047,7.8444,1.9405,200,50.8870,498.5862,414.3389,357.3907,223.0984,327.4792,0.0266
5,1,49.8314,47.9890,Warrior,90.7040,68.5922,13.2716,20.7268,6.7055,1.9405,200,50.8870,133.1879,66.3200,48.7892,50.7011,95.6434,0.0053
5,2,49.8785,48.8490,Warrior,88.8525,70.1133,13.0007,20.3037,7.7298,1.9405,200,50.8870,21.6966,45.7591,20.1516,8.7615,62.0435,0.0018
5,3,50.4703,49.4834,Warrior,91.8524,69.4606,13.4396,20.9892,4.2582,1.9405,200,50.8870,5.6464,1.7572,12.4870,1.0260,1.1383,0.0000
5,4,50.6045,49.4998,Warrior,86.5225,73.1880,14.1608,22.1155,4.0132,1.9405,200,50.8870,1.6334,2.5672,5.2314,0.9057,1.1317,0.0000
5,5,50.4942,49.5948,Warrior,91.8084,69.5312,13.4533,20.9539,4.2533,1.9405,200,50.8870,0.7431,1.1327,2.5397,0.7818,1.6857,0.0000
5,6,50.4942,49.6156,Warrior,91.8084,69.5312,13.4533,20.9539,4.2533,1.9405,200,50.8870,0.6435,0.7681,1.2832,0.6702,1.7474,0.0000
5,7,50.5860,49.7081,Warrior,92.0888,69.7436,13.2337,20.6676,4.2663,1.9405,200,50.8870,0.7955,0.4250,0.0360,0.2635,1.9421,0.0000
5,8,50.5860,49.7900,Warrior,92.0888,69.7436,13.2337,20.6676,4.2663,1.9405,200,50.8870,1.2048,0.7111,0.0473,0.3113,2.4372,0.0000
5,9,50.5647,49.9051,Warrior,91.9746,69.5530,13.4575,20.6779,4.3371,1.9405,200,50.8870,1.1471,0.7103,0.0476,0.2911,2.8106,0.0000
5,10,50.6720,50.1064,Warrior,91.1367,70.2549,13.5933,20.7175,4.2975,1.9405,200,50.8870,1.0537,0.6394,0.0537,0.1990,2.9840,0.0000
5,11,50.8870,50.1986,Warrior,91.4298,70.4808,13.6370,20.1410,4.3114,1.9405,200,50.8870,0.9864,0.7111,0.0754,0.2088,2.7022,0.0000
5,12,50.8924,50.2801,Warrior,91.6581,70.1762,13.8027,20.0631,4.2999,1.9405,200,50.8870,0.9721,0.6876,0.0732,0.2261,2.2456,0.0000
5,13,50.8924,50.3768,Warrior,91.6581,70.1762,13.8027,20.0631,4.2999,1.9405,200,50.8870,0.8923,0.5039,0.0564,0.2065,1.6610,0.0000
5,14,50.8870,50.4380,Warrior,91.4298,70.4808,13.6370,20.1410,4.3114,1.9405,200,50.8870,0.4707,0.4148,0.0446,0.2160,1.0155,0.0000
6,0,49.7659,40.6705,Warrior,83.8051,84.2837,7.6813,23.5122,0.7177,1.8578,200,54.0444,351.6617,307.9019,371.1964,135.9429,415.8759,0.0311
6,1,50.0729,45.7243,Warrior,90.7493,80.4929,5.9035,22.3656,0.4887,1.8578,200,54.0444,142.5949,218.5898,368.0879,38.4243,113.8306,0.0144
6,2,50.5656,47.9626,Warrior,83.1033,59.3182,37.8783,19.1951,0.5051,1.8578,200,54.0444,96.7272,151.0957,371.2566,2.6039,17.5959,0.0028
6,3,50.6895,48.9639,Warrior,85.0249,85.5105,7.7931,21.2080,0.4634,1.8578,200,54.0444,67.0503,124.5716,272.7747,2.6112,4.2791,0.0000
6,4,51.4594,49.5654,Warrior,85.8188,61.2565,34.8687,17.6699,0.3861,1.8578,200,54.0444,27.7591,100.2318,212.2006,1.5943,0.0095,0.0000
6,5,51.4594,49.6968,Warrior,85.8188,61.2565,34.8687,17.6699,0.3861,1.8578,200,54.0444,27.1216,115.3719,212.8449,4.1518,0.0117,0.0000
6,6,52.3820,49.9240,Warrior,75.8760,76.3092,31.5021,15.9639,0.3488,1.8578,200,54.0444,23.1721,110.6443,195.1512,6.2485,0.0129,0.0000
6,7,52.6504,50.3445,Warrior,77.6266,75.2329,31.0578,15.7387,0.3439,1.8578,200,54.0444,23.3287,98.9510,191.0754,8.8674,0.0146,0.0000
6,8,53.3446,50.9617,Warrior,78.9509,78.0462,28.3043,14.3434,0.3552,1.8578,200,54.0444,25.1829,95.9353,175.3648,11.1706,0.0173,0.0000
6,9,53.8522,51.7272,Warrior,84.1402,74.7005,27.0909,13.7285,0.3400,1.8578,200,54.0444,32.2488,82.5646,147.9589,9.4907,0.0141,0.0000
6,10,53.8522,52.3991,Warrior,84.1402,74.7005,27.0909,13.7285,0.3400,1.8578,200,54.0444,30.6044,60.9277,104.4841,3.6128,0.0073,0.0000
6,11,53.9593,52.7925,Warrior,80.2557,80.7139,25.6821,13.0146,0.3338,1.8578,200,54.0444,32.2490,29.3423,63.0779,2.8189,0.0038,0.0000
6,12,54.0420,53.0571,Warrior,84.3669,75.7140,26.2668,13.3109,0.3414,1.8578,200,54.0444,23.6453,15.6783,38.9073,2.3675,0.0030,0.0000
6,13,54.0420,53.2320,Warrior,84.3669,75.7140,26.2668,13.3109,0.3414,1.8578,200,54.0444,13.1032,14.1226,18.3137,2.2722,0.0012,0.0000
6,14,54.0444,53.5257,Warrior,84.0020,75.3866,27.0182,13.2533,0.3399,1.8578,200,54.0444,8.5236,7.9313,5.8419,0.6605,0.0002,0.0000
7,0,46.5352,36.1361,Warrior,69.9013,74.1832,39.0380,4.6570,12.2205,1.4707,200,54.7534,419.5287,468.9088,269.7753,427.1456,355.0074,0.0178
7,1,51.7879,42.6537,Warrior,68.0257,72.1928,37.9905,4.5321,17.2589,1.8956,200,54.7534,149.5278,160.8778,76.1839,183.5992,171.2308,0.0207
7,2,53.9783,48.7670,Warrior,73.6477,72.0470,37.9138,4.5229,11.8686,1.9422,200,54.7534,29.2539,49.6051,19.5545,1.7687,27.8213,0.0393
7,3,53.9830,51.2992,Warrior,75.1282,69.4748,38.6760,4.6138,12.1072,1.9422,200,54.7534,18.4996,38.5249,15.8372,0.1433,5.4947,0.0188
7,4,54.4774,52.3835,Warrior,77.4419,69.1601,36.4683,4.6714,12.2583,1.8956,200,54.7534,14.8543,33.2507,13.3082,0.1451,4.5959,0.0049
7,5,54.6347,52.9650,Warrior,75.9896,70.6687,37.2638,4.4364,11.6416,1.8956,200,54.7534,10.8950,21.2335,6.9024,0.1046,4.1109,0.0029
7,6,54.4774,53.3472,Warrior,77.4419,69.1601,36.4683,4.6714,12.2583,1.8956,200,54.7534,10.4872,15.5952,3.9405,0.1021,3.0352,0.0005
7,7,54.4774,53.6408,Warrior,77.4419,69.1601,36.4683,4.6714,12.2583,1.8956,200,54.7534,9.1208,13.8440,3.2576,0.0762,1.5850,0.0005
7,8,54.7760,53.7880,Warrior,77.7872,69.4685,36.6309,4.4462,11.6673,1.8956,200,54.7534,6.8763,10.6502,3.0889,0.0753,1.2831,0.0005
7,9,54.5027,53.8046,Warrior,76.4432,70.0867,36.8369,4.5329,12.1003,1.8956,200,54.7534,5.1246,6.5761,2.3421,0.0725,1.1429,0.0005
7,10,54.5578,54.0111,Warrior,79.1786,67.9925,35.8526,4.7598,12.2166,1.8956,200,54.7534,4.2438,4.6697,2.6363,0.0585,0.5322,0.0005
7,11,54.7306,54.1384,Warrior,75.9447,71.1581,37.1574,4.7862,10.9536,1.8956,200,54.7534,4.0518,4.7982,2.8679,0.0288,0.4263,0.0005
7,12,54.7534,54.2118,Warrior,77.3827,69.8315,36.7479,4.8768,11.1610,1.8956,200,54.7534,3.4190,4.1941,2.1141,0.0219,0.2496,0.0005
8,0,53.9412,41.6295,Warrior,90.4798,92.0251,3.5981,0.8282,13.0689,1.8705,200,56.7653,749.1336,652.0452,470.4768,317.5981,388.8433,0.0308
8,1,54.3554,49.6819,Warrior,91.0706,92.6260,3.6216,0.7558,11.9261,1.8705,200,56.7653,185.8408,292.2204,237.9831,51.0371,89.0580,0.0421
8,2,56.7555,52.8589,Warrior,94.5331,96.1476,3.7593,0.8653,4.6948,1.8705,200,56.7653,54.7314,24.0958,45.6958,1.4447,7.2961,0.0213
8,3,56.7407,53.4725,Warrior,96.5226,93.9619,3.8384,0.8835,4.7936,1.8705,200,56.7653,24.2432,4.1238,0.0255,2.0498,6.8734,0.0118
8,4,56.7407,54.0562,Warrior,96.5226,93.9619,3.8384,0.8835,4.7936,1.8705,200,56.7653,11.9995,7.6324,0.0193,0.0019,4.6270,0.0018
8,5,56.7407,54.4429,Warrior,96.5226,93.9619,3.8384,0.8835,4.7936,1.8705,200,56.7653,14.3833,8.7507,0.0253,0.0027,9.7917,0.0000
8,6,56.7525,55.0236,Warrior,96.7023,94.1367,3.6057,0.7527,4.8026,1.8705,200,56.7653,5.8771,3.1288,0.0159,0.0025,14.8852,0.0000
8,7,56.7653,55.8268,Warrior,96.0158,94.6218,3.7765,0.8174,4.7685,1.8705,200,56.7653,5.4896,3.3168,0.0182,0.0025,13.6151,0.0000
8,8,56.7653,56.3522,Warrior,96.0158,94.6218,3.7765,0.8174,4.7685,1.8705,200,56.7653,3.5601,2.2036,0.0130,0.0026,6.6704,0.0000
9,0,47.4414,39.7323,Warrior,75.9491,71.7247,45.0707,7.1380,0.1176,1.3947,200,56.6851,256.9238,317.9374,200.1650,313.8609,397.6469,0.0385
9,1,49.7377,45.2687,Warrior,92.2503,63.6295,28.9045,14.9691,0.2467,1.9883,200,56.6851,74.4389,93.1894,56.4987,102.0300,87.2026,0.0264
9,2,53.0096,46.6552,Warrior,82.7578,66.8976,44.4046,5.8437,0.0963,1.9883,200,56.6851,36.7986,12.5013,24.5656,16.7157,11.8086,0.0421
9,3,55.4690,49.5866,Warrior,82.1593,66.4137,44.0835,7.2245,0.1191,1.8569,200,56.6851,51.5610,18.6396,21.9657,16.2543,0.0022,0.0780
9,4,56.0735,51.9442,Warrior,84.8120,68.5581,39.7090,6.8259,0.0951,1.8569,200,56.6851,43.2044,19.0167,20.8747,15.3895,0.0019,0.0481
9,5,56.0735,53.9165,Warrior,84.8120,68.5581,39.7090,6.8259,0.0951,1.8569,200,56.6851,23.8606,15.3066,16.7608,0.8165,0.0013,0.0236
9,6,56.5979,55.0229,Warrior,82.4770,73.9777,37.5931,5.8556,0.0965,1.8569,200,56.6851,12.2862,13.2351,12.6690,0.7053,0.0011,0.0084
9,7,56.5979,55.5631,Warrior,82.4770,73.9777,37.5931,5.8556,0.0965,1.8569,200,56.6851,4.8917,12.5098,11.3916,0.2302,0.0009,0.0011
9,8,56.5979,55.7765,Warrior,82.4770,73.9777,37.5931,5.8556,0.0965,1.8569,200,56.6851,2.6932,12.0565,9.6681,0.1960,0.0010,0.0005
9,9,56.6043,55.9131,Warrior,83.5787,72.0827,38.4270,5.7927,0.1189,1.8569,200,56.6851,2.5640,11.2981,9.6090,0.2336,0.0007,0.0002
9,10,56.6673,56.0021,Warrior,83.6230,73.2219,37.2091,5.8265,0.1196,1.8569,200,56.6851,2.4162,9.7539,7.9779,0.2766,0.0009,0.0002
9,11,56.6673,56.0991,Warrior,83.6230,73.2219,37.2091,5.8265,0.1196,1.8569,200,56.6851,2.4217,8.8577,7.2966,0.3026,0.0012,0.0000
9,12,56.6851,56.1907,Warrior,83.9170,73.0379,37.1156,5.8334,0.0961,1.8569,200,56.6851,1.7430,6.9399,5.4827,0.3196,0.0009,0.0000
10,0,51.6020,44.8722,Warrior,80.7668,56.7202,42.2597,16.8611,3.3922,1.9358,200,57.3049,398.4132,141.3876,93.9258,213.6158,328.8688,0.0267
10,1,57.2007,50.5133,Warrior,89.2795,62.6984,40.1434,4.1290,3.7497,1.9358,200,57.3049,85.4539,20.6455,13.2566,24.4386,69.1746,0.0052
10,2,57.3163,52.1095,Warrior,89.4394,62.8107,40.2152,4.1364,3.3983,1.9358,200,57.3049,24.5539,8.4244,2.7337,22.0408,11.0132,0.0001
10,3,57.3533,54.3612,Warrior,86.4972,64.4822,41.2854,4.2465,3.4887,1.9358,200,57.3049,14.3568,9.7472,3.4757,39.0082,8.1575,0.0000
10,4,57.3533,55.6570,Warrior,86.4972,64.4822,41.2854,4.2465,3.4887,1.9358,200,57.3049,10.1291,7.2784,4.1583,26.6208,2.9327,0.0000
10,5,57.3163,56.4738,Warrior,89.4394,62.8107,40.2152,4.1364,3.3983,1.9358,200,57.3049,8.8345,4.3463,3.3272,9.8839,2.9075,0.0000
10,6,57.3049,56.8128,Warrior,88.5799,62.7575,41.1674,4.1147,3.3804,1.9358,200,57.3049,4.7877,2.6195,2.2543,3.0919,0.1787,0.0000
