Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,41.2544,31.0922,Warrior,62.7177,34.6550,65.9111,21.8755,14.8407,1.9262,200,57.9224,238.8480,324.7369,449.6863,403.4410,319.8814,0.0471
1,1,45.8485,36.9775,Warrior,102.0959,72.9484,9.6612,12.6784,2.6161,1.4139,200,57.9224,186.3738,253.6494,346.2845,190.5646,205.0590,0.0552
1,2,53.7509,41.8576,Warrior,102.0959,72.9484,9.6612,12.6784,2.6161,1.9191,200,57.9224,312.9070,229.7187,400.1683,48.8641,183.3128,0.0600
1,3,54.3211,47.7940,Warrior,95.3639,77.9644,10.3255,13.5502,2.7960,1.9191,200,57.9224,389.3627,180.2232,378.5278,18.0459,148.0615,0.0409
1,4,55.2855,51.6838,Warrior,85.6770,75.0663,23.7189,12.8802,2.6577,1.9191,200,57.9224,180.7963,79.1960,177.3433,13.1013,52.5828,0.0262
1,5,55.2980,53.1559,Warrior,85.6948,75.0819,23.7238,12.8828,2.6166,1.9191,200,57.9224,86.4951,48.9733,126.8746,6.3908,22.3999,0.0075
1,6,56.6248,53.7112,Warrior,85.1616,66.5794,37.5402,8.5367,2.1822,1.9191,200,57.9224,53.5288,20.2195,65.1095,4.3008,10.3542,0.0026
1,7,56.6248,54.1311,Warrior,85.1616,66.5794,37.5402,8.5367,2.1822,1.9191,200,57.9224,56.2681,19.6060,73.5627,1.6385,8.1981,0.0000
1,8,56.6248,54.4199,Warrior,85.1616,66.5794,37.5402,8.5367,2.1822,1.9191,200,57.9224,51.7085,14.6360,57.3322,1.9733,5.1614,0.0000
1,9,56.6248,54.8981,Warrior,85.1616,66.5794,37.5402,8.5367,2.1822,1.9191,200,57.9224,38.4648,19.9048,60.9247,2.2394,0.0483,0.0000
1,10,57.0478,55.2702,Warrior,88.6240,67.0116,34.4133,7.8256,2.1254,1.9191,200,57.9224,30.8862,18.9717,62.8791,2.5669,0.0499,0.0000
1,11,57.4947,55.6012,Warrior,90.9838,77.2098,21.9964,7.8129,1.9971,1.9191,200,57.9224,20.5054,21.6125,56.7546,3.3861,0.0577,0.0000
1,12,57.4721,55.7710,Warrior,83.9741,73.5743,32.9296,7.4882,2.0338,1.9191,200,57.9224,22.0692,20.5046,50.4463,3.2948,0.0655,0.0000
1,13,57.6608,56.0267,Warrior,84.7471,74.2515,31.8047,7.2324,1.9643,1.9191,200,57.9224,16.3646,20.5142,49.3318,3.9003,0.0791,0.0000
1,14,57.6608,56.2283,Warrior,84.7471,74.2515,31.8047,7.2324,1.9643,1.9191,200,57.9224,14.0128,20.9053,51.5026,3.5096,0.0739,0.0000
1,15,57.6608,56.4847,Warrior,84.7471,74.2515,31.8047,7.2324,1.9643,1.9191,200,57.9224,14.2307,21.5763,47.5299,3.0188,0.0775,0.0000
1,16,57.7742,56.6619,Warrior,89.3337,71.3606,30.4893,6.9333,1.8831,1.9191,200,57.9224,17.0603,17.0103,36.9811,2.4715,0.0737,0.0000
1,17,57.7742,56.8489,Warrior,89.3337,71.3606,30.4893,6.9333,1.8831,1.9191,200,57.9224,13.5814,15.8177,32.0932,2.0774,0.0845,0.0000
1,18,57.7768,57.0363,Warrior,88.5128,71.8900,30.7155,6.9847,1.8970,1.9191,200,57.9224,11.2409,14.0187,26.8915,1.6868,0.0945,0.0000
1,19,57.9224,57.1228,Warrior,86.6053,75.1138,29.4834,6.7046,2.0930,1.9191,200,57.9224,8.2453,11.7525,20.7286,1.5365,0.1001,0.0000
1,20,57.9224,57.2840,Warrior,86.6053,75.1138,29.4834,6.7046,2.0930,1.9191,200,57.9224,7.9467,11.7647,19.5693,0.9204,0.1152,0.0000
