Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,48.6800,36.1765,Warrior,76.4464,74.7187,31.6333,15.9368,1.2648,1.8013,200,54.6871,340.3010,687.0531,297.7881,222.8273,470.9404,0.0344
1,1,54.5578,45.2235,Warrior,81.9235,71.4064,30.2310,15.2304,1.2088,1.9212,200,54.6871,152.3966,222.9635,129.7107,49.7147,238.9676,0.0138
1,2,54.6331,50.3959,Warrior,80.0368,72.9979,30.9047,14.8796,1.1809,1.9212,200,54.6871,17.7009,60.7281,20.1543,6.7815,44.1517,0.0064
1,3,54.6469,53.0961,Warrior,81.6685,71.1842,31.0246,14.9373,1.1855,1.9212,200,54.6871,6.4341,7.1910,0.8976,0.3332,0.0021,0.0036
1,4,54.6932,54.0204,Warrior,81.8028,71.3012,30.8592,14.8577,1.1792,1.9212,200,54.6871,2.9633,1.6212,0.3789,0.1498,0.0006,0.0009
1,5,54.6871,54.0183,Warrior,81.7941,71.2937,30.8559,14.8561,1.2002,1.9212,200,54.6871,2.7454,1.8055,0.3797,0.1692,0.0006,0.0009
1,6,54.6871,54.3611,Warrior,81.7941,71.2937,30.8559,14.8561,1.2002,1.9212,200,54.6871,1.9320,1.1669,0.3288,0.1636,0.0006,0.0001
2,0,51.1012,39.5226,Warrior,80.7805,76.6798,16.1861,18.6244,7.7291,1.8936,200,59.3912,617.7844,622.0419,549.9345,294.4589,348.7690,0.0342
2,1,55.1710,47.4396,Warrior,85.6975,80.9429,17.0860,0.5736,15.6999,1.9285,200,59.3912,223.3855,416.0737,240.9074,141.9190,61.9839,0.0097
2,2,58.2764,51.6677,Warrior,89.6727,84.6975,17.8786,0.6002,7.1510,1.9285,200,59.3912,56.5333,152.1694,103.3000,63.9689,20.1838,0.0027
2,3,58.3483,54.9266,Warrior,80.5036,76.0371,36.5007,0.5388,6.4198,1.9285,200,59.3912,48.6251,84.2941,87.0229,51.7572,16.0123,0.0003
2,4,58.3483,56.9548,Warrior,80.5036,76.0371,36.5007,0.5388,6.4198,1.9285,200,59.3912,20.3156,24.3332,43.6689,21.3675,7.9776,0.0002
2,5,58.7515,57.7218,Warrior,82.2117,78.0384,33.3852,0.4928,5.8719,1.9285,200,59.3912,11.3639,9.7113,20.0228,8.2948,2.9004,0.0002
2,6,59.0238,58.0284,Warrior,86.4478,75.2319,32.1846,0.4751,5.6607,1.9285,200,59.3912,8.3983,7.1758,15.1877,4.2010,0.8793,0.0001
2,7,59.1732,58.2269,Warrior,85.5842,78.4282,30.2254,0.4462,5.3161,1.9285,200,59.3912,2.3894,2.9694,8.6718,0.0008,0.1977,0.0001
2,8,59.1732,58.2970,Warrior,85.5842,78.4282,30.2254,0.4462,5.3161,1.9285,200,59.3912,3.5557,5.7844,19.4861,0.0015,0.3219,0.0001
2,9,59.2821,58.3744,Warrior,85.8446,79.9141,28.7586,0.4245,5.0581,1.9285,200,59.3912,4.6351,8.2369,25.2267,0.0022,0.4751,0.0001
2,10,59.3756,58.5164,Warrior,88.2116,78.2572,28.1623,0.4157,4.9532,1.9285,200,59.3912,5.8151,11.1895,35.7460,0.0042,0.6489,0.0000
2,11,59.3223,58.6496,Warrior,85.8934,79.9596,28.7750,0.4160,4.9561,1.9285,200,59.3912,7.7706,17.2613,43.4467,0.0056,0.6997,0.0000
2,12,59.3912,58.7879,Warrior,86.8322,80.3865,27.5325,0.4064,4.8425,1.9285,200,59.3912,6.3719,19.7238,41.3741,0.0063,0.6857,0.0000
2,13,59.3912,58.9172,Warrior,86.8322,80.3865,27.5325,0.4064,4.8425,1.9285,200,59.3912,5.6116,19.4139,36.2737,0.0069,0.5741,0.0000
3,0,52.1539,39.3941,Warrior,78.2586,86.5315,12.0953,12.8233,10.2914,1.9272,200,56.7609,363.8510,750.8763,294.3581,304.1693,415.7679,0.0437
3,1,52.7475,48.0798,Warrior,78.9818,87.3312,12.2070,11.0935,10.3865,1.9272,200,56.7609,203.2447,254.7874,137.7130,91.8191,95.4221,0.0299
3,2,53.8344,50.9792,Warrior,80.4190,88.9204,12.4292,13.1773,5.0542,1.9123,200,56.7609,67.0501,99.7209,51.8132,5.5415,23.9137,0.0110
3,3,53.9502,51.9099,Warrior,86.3897,81.6846,12.9420,13.7210,5.2628,1.9123,200,56.7609,17.1901,50.8935,51.5639,3.6388,4.5223,0.0045
3,4,54.4922,52.0948,Warrior,79.8810,88.3255,15.1699,9.2222,7.4014,1.9272,200,56.7609,18.5268,29.7323,49.2391,3.7702,4.8321,0.0045
3,5,54.5329,52.4794,Warrior,79.5030,87.9075,16.0446,9.1786,7.3663,1.9272,200,56.7609,14.7120,46.9737,51.8920,1.7521,4.1205,0.0023
3,6,55.5916,53.0550,Warrior,88.4661,83.6480,13.2531,9.2436,5.3893,1.9123,200,56.7609,12.4903,42.9268,34.9423,3.1830,5.5778,0.0022
3,7,56.4020,53.6499,Warrior,83.0150,78.4938,25.3656,7.2816,5.8439,1.9123,200,56.7609,12.8424,17.5097,26.5668,5.3446,4.4683,0.0022
3,8,56.4691,54.4751,Warrior,83.1015,78.5755,25.3920,7.2892,5.6417,1.9123,200,56.7609,13.0705,12.5329,29.4298,5.5088,2.6717,0.0001
3,9,56.7338,55.1722,Warrior,85.6891,77.0507,24.8992,7.1478,5.2132,1.9123,200,56.7609,12.7871,16.3432,35.1449,5.2473,1.0450,0.0001
3,10,56.7609,55.6901,Warrior,83.4519,78.9069,25.4991,6.9481,5.1940,1.9123,200,56.7609,10.1713,20.5842,32.5749,3.4033,0.6182,0.0001
3,11,56.7654,56.0703,Warrior,83.4572,78.9119,25.5007,6.9413,5.1889,1.9123,200,56.7609,7.7842,16.7242,25.9202,1.6100,0.2464,0.0001
