Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,43.6377,29.4736,Warrior,60.2191,103.1338,3.2670,13.1293,20.2508,1.8651,200,55.9987,396.8432,475.8958,385.4928,406.4030,472.6086,0.0285
1,1,44.0450,33.0500,Warrior,60.6356,57.8724,37.7791,9.8181,33.8947,1.9307,200,55.9987,259.0189,641.6977,335.1117,246.7365,432.3149,0.0224
1,2,44.4274,35.8811,Warrior,66.9051,59.6084,27.5976,14.1635,31.7254,1.8992,200,55.9987,128.4160,626.9743,322.3531,178.7079,293.8372,0.0257
1,3,45.9133,39.0410,Warrior,63.6395,61.1595,39.9250,13.8750,21.4011,1.8651,200,55.9987,112.3342,460.1944,304.8053,91.6669,217.4379,0.0296
1,4,45.9133,41.2522,Warrior,63.6395,61.1595,39.9250,13.8750,21.4011,1.8651,200,55.9987,87.3621,368.0224,292.8335,48.3636,163.3173,0.0386
1,5,47.6780,42.8381,Warrior,61.1250,60.1087,58.8683,11.4665,8.4315,1.8651,200,55.9987,87.1292,409.4354,311.8432,15.7660,115.7312,0.0421
1,6,51.6697,44.5131,Warrior,71.2386,64.6409,42.1976,10.9664,10.9565,1.9307,200,55.9987,78.8188,382.5887,299.2348,9.2502,81.7720,0.0389
1,7,53.6442,45.3448,Warrior,75.5802,62.6367,44.5598,5.5991,11.6242,1.9307,200,55.9987,83.9228,382.9824,288.9828,10.3340,89.0783,0.0314
1,8,53.8694,46.6930,Warrior,75.7157,64.7568,42.2733,5.6091,11.6451,1.9307,200,55.9987,80.9476,328.3072,243.2181,10.2829,70.7841,0.0177
1,9,53.8694,48.5774,Warrior,75.7157,64.7568,42.2733,5.6091,11.6451,1.9307,200,55.9987,69.3214,263.9296,199.9420,11.7540,48.4575,0.0112
1,10,53.8694,50.2322,Warrior,75.7157,64.7568,42.2733,5.6091,11.6451,1.9307,200,55.9987,34.5380,115.8948,116.6211,11.1501,23.0029,0.0061
1,11,53.8742,51.2423,Warrior,73.9618,62.5850,48.5983,6.1065,8.7483,1.9307,200,55.9987,31.9039,49.7182,58.2231,7.3570,14.5736,0.0011
1,12,53.9773,52.0830,Warrior,78.9834,67.6499,34.4737,5.7248,13.1681,1.9307,200,55.9987,25.7662,25.0462,34.1695,4.1547,10.3298,0.0011
1,13,55.0130,52.7082,Warrior,74.8685,68.3301,43.1966,4.6965,8.9083,1.9307,200,55.9987,15.8396,18.6453,37.1360,1.9113,7.2107,0.0011
1,14,54.6982,53.2496,Warrior,79.7839,68.2361,35.2074,5.8467,10.9260,1.9307,200,55.9987,14.1029,15.0404,28.6028,1.1771,4.3885,0.0009
1,15,55.1509,53.5467,Warrior,82.2002,65.6132,37.1035,6.1616,8.9215,1.9307,200,55.9987,10.2474,14.5781,22.2978,0.7286,3.2900,0.0008
1,16,55.4133,53.7899,Warrior,79.3998,70.1914,35.8395,5.9516,8.6176,1.9307,200,55.9987,10.5555,11.0265,20.0148,0.7620,1.9613,0.0005
1,17,55.2250,54.0213,Warrior,74.3419,73.1059,38.9295,4.5858,9.0369,1.9307,200,55.9987,10.6637,10.5078,19.0416,0.7019,1.4407,0.0003
1,18,55.3354,54.2872,Warrior,79.0075,66.6831,40.2312,4.7392,9.3391,1.9307,200,55.9987,11.3545,6.6932,13.2675,0.6972,0.9498,0.0001
1,19,55.6898,54.5329,Warrior,77.5963,68.8991,40.6303,4.2502,8.6241,1.9307,200,55.9987,10.5928,6.6046,12.0617,0.5822,0.8420,0.0000
1,20,55.7101,54.7226,Warrior,80.5864,67.0056,38.9879,4.5927,8.8274,1.9307,200,55.9987,8.9752,6.9499,10.0794,0.6370,0.6257,0.0000
1,21,55.7101,54.9554,Warrior,80.5864,67.0056,38.9879,4.5927,8.8274,1.9307,200,55.9987,6.6693,7.5275,8.0528,0.6418,0.5789,0.0000
1,22,55.8491,55.1350,Warrior,81.1307,67.4582,38.1468,4.3772,8.8871,1.9307,200,55.9987,5.6223,8.8211,6.7243,0.5881,0.4759,0.0000
1,23,55.8388,55.2777,Warrior,82.9455,66.2080,37.4399,4.3014,9.1051,1.9307,200,55.9987,5.3710,7.4831,5.2859,0.3993,0.3393,0.0000
1,24,55.9987,55.4572,Warrior,83.1462,66.3682,37.5305,4.2708,8.6844,1.9307,200,55.9987,4.2676,5.7449,4.2245,0.1898,0.1637,0.0000
2,0,51.0820,31.1133,Warrior,71.1916,86.7998,20.5252,20.3449,1.1385,1.9409,200,59.5491,358.9519,474.1729,491.2807,305.1730,450.5944,0.0339
2,1,51.0820,34.6733,Warrior,71.1916,86.7998,20.5252,20.3449,1.1385,1.9409,200,59.5491,256.4910,436.6588,349.4550,298.8845,340.2612,0.0331
2,2,51.0817,38.3049,Warrior,71.1408,86.7379,20.6531,20.3304,1.1377,1.9409,200,59.5491,300.9935,454.6340,333.5816,225.5873,244.5714,0.0338
2,3,51.0817,42.2864,Warrior,71.1408,86.7379,20.6531,20.3304,1.1377,1.9409,200,59.5491,126.9013,419.9076,409.0443,154.5200,163.1409,0.0228
2,4,56.6613,45.4493,Warrior,81.1976,104.7806,8.6990,4.0244,1.2985,1.9409,200,59.5491,115.4124,310.8276,339.2977,85.2935,160.7713,0.0143
2,5,56.8462,47.3581,Warrior,92.0064,91.8391,7.6246,2.7429,5.7870,1.9409,200,59.5491,105.2341,246.1546,295.1441,75.0784,143.3027,0.0091
2,6,58.3221,49.5512,Warrior,94.1187,93.9475,7.7996,2.8058,1.3283,1.9409,200,59.5491,79.1750,226.6399,255.6226,75.3926,107.8765,0.0020
2,7,58.2310,50.7234,Warrior,85.0521,89.3563,20.2873,3.7336,1.5707,1.8805,200,59.5491,73.6386,286.2968,271.7488,73.5349,81.8257,0.0033
2,8,58.4424,52.3005,Warrior,85.0442,89.3480,20.2854,4.0240,1.2984,1.9409,200,59.5491,48.5950,241.2748,186.5060,69.1341,68.4854,0.0033
2,9,58.2310,53.9704,Warrior,85.0521,89.3563,20.2873,3.7336,1.5707,1.8805,200,59.5491,26.3713,270.8916,201.5279,55.2365,42.5678,0.0028
2,10,58.4733,55.0405,Warrior,86.2430,78.5195,29.7278,4.0138,1.4959,1.8805,200,59.5491,40.3734,182.1938,154.6946,29.7239,34.1103,0.0018
2,11,59.3439,56.2870,Warrior,87.0445,73.7401,35.7039,2.1194,1.3920,1.9409,200,59.5491,48.4072,161.0753,154.1393,9.2140,22.8518,0.0011
2,12,59.3439,56.9631,Warrior,87.0445,73.7401,35.7039,2.1194,1.3920,1.9409,200,59.5491,43.7340,162.0787,147.2282,5.6712,11.9385,0.0011
2,13,59.3011,57.5654,Warrior,86.7312,83.4877,26.4573,2.1270,1.1968,1.8805,200,59.5491,42.0491,122.3785,123.8612,3.0602,6.8679,0.0009
2,14,59.3011,58.0149,Warrior,86.7312,83.4877,26.4573,2.1270,1.1968,1.8805,200,59.5491,29.5843,113.4321,114.7376,3.1420,3.7259,0.0009
2,15,59.3261,58.3236,Warrior,86.7588,83.5142,26.4657,2.0641,1.1972,1.8805,200,59.5491,27.9519,59.5427,77.4672,3.0593,0.5133,0.0009
2,16,59.2645,58.5877,Warrior,83.9838,76.1276,36.4374,2.0635,1.3877,1.9409,200,59.5491,21.5816,48.9019,66.9490,3.0293,0.0919,0.0009
2,17,59.5491,58.8585,Warrior,86.2248,76.9986,33.5947,1.9025,1.2794,1.9409,200,59.5491,11.0848,37.8289,45.5620,0.3825,0.0200,0.0009
2,18,59.5491,58.9955,Warrior,86.2248,76.9986,33.5947,1.9025,1.2794,1.9409,200,59.5491,9.0399,29.1063,41.0890,0.3133,0.0229,0.0009
