Época	Pérdida
1	0.701678
2	0.676886
3	0.656873
4	0.641077
5	0.628876
6	0.619622
7	0.612779
8	0.607877
9	0.604476
10	0.602198
11	0.600762
12	0.599943
13	0.599525
14	0.599301
15	0.599116
16	0.598886
17	0.598590
18	0.598235
19	0.597843
20	0.597438
21	0.597043
22	0.596674
23	0.596345
24	0.596065
25	0.595840
26	0.595670
27	0.595547
28	0.595456
29	0.595380
30	0.595306
31	0.595223
32	0.595121
33	0.594998
34	0.594855
35	0.594698
36	0.594533
37	0.594367
38	0.594204
39	0.594046
40	0.593892
41	0.593736
42	0.593571
43	0.593388
44	0.593179
45	0.592936
46	0.592653
47	0.592318
48	0.591920
49	0.591447
50	0.590881
51	0.590208
52	0.589411
53	0.588474
54	0.587385
55	0.586141
56	0.584742
57	0.583198
58	0.581524
59	0.579741
60	0.577868
61	0.575925
62	0.573927
63	0.571889
64	0.569825
65	0.567745
66	0.565657
67	0.563575
68	0.561520
69	0.559504
70	0.557516
71	0.555526
72	0.553530
73	0.551581
74	0.549686
75	0.547823
76	0.546066
77	0.544444
78	0.542859
79	0.541399
80	0.540061
81	0.538776
82	0.537697
83	0.536814
84	0.535964
85	0.535231
86	0.534658
87	0.534157
88	0.533679
89	0.533241
90	0.532855
91	0.532452
92	0.531969
93	0.531467
94	0.530854
95	0.530036
96	0.529256
97	0.528826
98	0.528718
99	0.528512
100	0.528130
101	0.527600
102	0.527029
103	0.526506
104	0.526058
105	0.525689
106	0.525322
107	0.524866
108	0.524289
109	0.523593
110	0.522868
111	0.522366
112	0.522065
113	0.521637
114	0.521012
115	0.520309
116	0.519663
117	0.519047
118	0.518404
119	0.517646
120	0.516780
121	0.515831
122	0.514852
123	0.513860
124	0.512889
125	0.511927
126	0.510979
127	0.510022
128	0.509053
129	0.508072
130	0.507085
131	0.506092
132	0.505092
133	0.504087
134	0.503065
135	0.502018
136	0.500937
137	0.499820
138	0.498641
139	0.497380
140	0.496030
141	0.494611
142	0.493163
143	0.491755
144	0.490419
145	0.489149
146	0.487919
147	0.486695
148	0.485436
149	0.484122
150	0.482771
151	0.481410
152	0.480082
153	0.478836
154	0.477712
155	0.476669
156	0.475603
157	0.474557
158	0.473549
159	0.472584
160	0.471683
161	0.470722
162	0.469700
163	0.468645
164	0.467574
165	0.466552
166	0.465516
167	0.464478
168	0.463470
169	0.462485
170	0.461534
171	0.460572
172	0.459621
173	0.458707
174	0.457793
175	0.456866
176	0.455937
177	0.455048
178	0.454187
179	0.453330
180	0.452476
181	0.451636
182	0.450814
183	0.449999
184	0.449194
185	0.448400
186	0.447616
187	0.446835
188	0.446059
189	0.445288
190	0.444516
191	0.443742
192	0.442967
