Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,48.5263,31.1049,Warrior,71.6426,65.4030,31.9968,8.5718,22.3858,1.9580,200,58.2009,475.6537,436.7971,573.4450,359.0459,358.6602,0.0399
1,1,51.0111,35.5431,Warrior,74.9368,68.4102,32.6144,0.6234,23.4151,1.9580,200,58.2009,286.7475,505.1767,598.0176,233.2041,299.9015,0.0433
1,2,55.2471,40.7447,Warrior,76.8919,62.6912,53.3093,0.7459,6.3617,1.9580,200,58.2009,241.1634,365.1690,432.6840,205.7169,176.4891,0.0465
1,3,55.5271,44.7187,Warrior,99.2226,85.5061,3.6553,2.0040,9.6120,1.9270,200,58.2009,144.5100,157.5043,285.8571,137.4672,73.7930,0.0439
1,4,56.8339,47.1531,Warrior,85.8027,69.9564,36.4448,0.6972,7.0989,1.9580,200,58.2009,113.2362,129.7039,178.2483,57.9728,76.3733,0.0287
1,5,56.8705,49.6485,Warrior,82.3554,73.8854,36.1466,0.7989,6.8137,1.9580,200,58.2009,94.1591,59.4899,137.4192,36.6836,61.1151,0.0109
1,6,56.9845,52.3814,Warrior,80.9499,69.7594,43.4920,0.6086,5.1901,1.9580,200,58.2009,106.0786,67.8856,213.9048,16.4052,42.3651,0.0010
1,7,57.0825,54.2389,Warrior,80.1389,71.8969,42.3215,0.5922,5.0504,1.9580,200,58.2009,132.1565,86.6655,328.4277,11.3551,24.9532,0.0007
1,8,58.2009,55.2739,Warrior,82.1575,73.7079,36.3572,0.6955,7.0819,1.9270,200,58.2009,93.0917,59.8551,258.1521,5.2885,19.7016,0.0006
1,9,58.2009,56.1671,Warrior,82.1575,73.7079,36.3572,0.6955,7.0819,1.9270,200,58.2009,60.4066,39.2903,178.7060,2.7139,10.0926,0.0004
2,0,45.7378,29.6033,Warrior,70.1764,68.8784,45.9937,12.6113,2.3402,1.4730,200,47.5317,331.2343,424.2999,403.4829,476.4192,440.6430,0.0307
2,1,47.5317,33.4768,Warrior,52.6745,75.8444,53.3195,2.2019,15.9598,1.9300,200,47.5317,298.3453,326.3415,398.2380,275.1557,323.4141,0.0319
2,2,47.5317,37.7516,Warrior,52.6745,75.8444,53.3195,2.2019,15.9598,1.9300,200,47.5317,193.6415,191.9432,321.9447,102.8587,253.3002,0.0306
2,3,47.5317,41.2397,Warrior,52.6745,75.8444,53.3195,2.2019,15.9598,1.9300,200,47.5317,104.8939,169.0860,204.0962,50.5599,181.0347,0.0297
2,4,47.5317,43.5955,Warrior,52.6745,75.8444,53.3195,2.2019,15.9598,1.9300,200,47.5317,103.3920,169.1609,133.4041,35.2044,184.9074,0.0415
2,5,47.5317,45.4959,Warrior,52.6745,75.8444,53.3195,2.2019,15.9598,1.9300,200,47.5317,111.7638,134.4425,70.5736,25.4981,100.6027,0.0517
3,0,49.3351,30.6760,Warrior,76.1740,71.6226,21.7444,3.1284,27.3306,1.8741,200,49.3796,451.1415,386.5030,553.4145,549.7204,323.4892,0.0389
3,1,49.3351,34.8265,Warrior,76.1740,71.6226,21.7444,3.1284,27.3306,1.8741,200,49.3796,411.7102,287.9009,475.2451,391.6169,221.3965,0.0391
3,2,49.3351,37.7855,Warrior,76.1740,71.6226,21.7444,3.1284,27.3306,1.8741,200,49.3796,280.5465,318.1096,410.8626,224.9785,150.6734,0.0388
3,3,49.3351,41.9111,Warrior,76.1740,71.6226,21.7444,3.1284,27.3306,1.8741,200,49.3796,144.6496,227.0392,165.0649,130.1468,104.0525,0.0271
3,4,49.3708,44.8816,Warrior,75.7815,72.2840,21.6324,3.1123,27.1898,1.8741,200,49.3796,78.4920,113.9560,95.6872,58.7377,54.3165,0.0253
3,5,49.3796,47.1681,Warrior,76.2276,71.6731,21.7597,3.1306,27.2089,1.8741,200,49.3796,31.7859,48.7375,72.8555,23.6562,22.6847,0.0110
4,0,44.9807,31.3740,Warrior,67.1198,68.4839,41.6277,4.9413,17.8273,1.4491,200,53.1289,293.4659,419.4228,345.5606,386.4911,342.9431,0.0354
4,1,47.3112,35.4144,Warrior,64.0209,63.7761,38.7661,16.8352,16.6018,1.9277,200,53.1289,143.2495,363.2713,268.7219,197.6678,266.3772,0.0332
4,2,51.6005,39.0115,Warrior,78.6941,78.3933,16.8063,5.6995,20.4068,1.9277,200,53.1289,80.6353,239.6184,188.2047,106.1450,219.3086,0.0376
4,3,51.6005,42.2879,Warrior,78.6941,78.3933,16.8063,5.6995,20.4068,1.9277,200,53.1289,57.6569,119.7568,84.3935,53.0118,138.9329,0.0416
4,4,53.0011,45.5657,Warrior,77.3439,63.2146,38.4248,4.5611,16.4556,1.9277,200,53.1289,33.7480,40.2852,58.5233,35.1213,52.2248,0.0527
4,5,53.0011,47.2173,Warrior,77.3439,63.2146,38.4248,4.5611,16.4556,1.9277,200,53.1289,56.1835,38.3739,76.1359,34.0870,38.3348,0.0430
4,6,53.0011,49.0561,Warrior,77.3439,63.2146,38.4248,4.5611,16.4556,1.9277,200,53.1289,66.2883,26.5705,96.3509,28.7383,10.9390,0.0291
4,7,53.1289,50.8226,Warrior,88.0806,71.3833,18.8109,4.7149,17.0103,1.9277,200,53.1289,78.3978,28.0521,112.2872,19.0244,1.2219,0.0132
5,0,51.1685,30.0002,Warrior,66.7645,61.7105,50.7548,4.3274,16.4427,1.9225,200,56.8171,376.7224,330.9442,367.7333,389.2282,328.4491,0.0386
5,1,51.1685,34.4774,Warrior,66.7645,61.7105,50.7548,4.3274,16.4427,1.9225,200,56.8171,221.1799,183.7109,305.7182,261.3450,258.1792,0.0403
5,2,51.1685,39.2225,Warrior,66.7645,61.7105,50.7548,4.3274,16.4427,1.9225,200,56.8171,154.3114,153.5642,340.8459,181.0395,182.7187,0.0424
5,3,54.6469,44.8044,Warrior,72.6336,59.5719,58.8291,3.1152,5.8503,1.9232,200,56.8171,78.8226,143.4066,217.0243,114.0510,99.5313,0.0407
5,4,56.7239,48.2644,Warrior,78.8373,76.6550,33.2028,5.0730,6.2319,1.9232,200,56.8171,35.1746,105.1612,108.5851,58.8084,31.8290,0.0236
5,5,56.7239,49.9345,Warrior,78.8373,76.6550,33.2028,5.0730,6.2319,1.9232,200,56.8171,17.7878,85.5445,63.2271,38.1822,16.0079,0.0093
5,6,56.8171,51.5953,Warrior,81.5820,74.4670,32.2550,4.9282,6.7678,1.9232,200,56.8171,20.1616,63.4348,73.7334,17.2736,16.2050,0.0017
5,7,56.8171,53.0092,Warrior,81.5820,74.4670,32.2550,4.9282,6.7678,1.9232,200,56.8171,23.6633,52.9034,88.2898,0.2412,23.5915,0.0000
5,8,56.8171,54.5576,Warrior,81.5820,74.4670,32.2550,4.9282,6.7678,1.9232,200,56.8171,21.0212,47.2640,60.0053,0.1755,28.8941,0.0000
6,0,48.6846,32.1281,Warrior,72.6450,61.9677,38.2706,21.3365,5.7803,1.8700,200,56.0082,461.0922,360.5127,385.5518,331.6948,371.6685,0.0295
6,1,49.5906,36.6544,Warrior,83.5216,56.6754,35.0021,19.5143,5.2866,1.8700,200,56.0082,253.0976,316.0386,361.6383,226.4005,229.9529,0.0261
6,2,55.2260,40.1745,Warrior,78.3134,66.8030,45.6331,2.9149,6.3356,1.9595,200,56.0082,241.4161,262.2942,238.8914,149.9729,184.4558,0.0233
6,3,55.8630,44.1632,Warrior,82.7099,70.5533,36.9671,3.0786,6.6912,1.9595,200,56.0082,171.5954,205.5454,160.1548,82.8966,128.1394,0.0092
6,4,55.8630,46.9834,Warrior,82.7099,70.5533,36.9671,3.0786,6.6912,1.9595,200,56.0082,138.5893,148.4446,106.6030,61.6095,108.5844,0.0061
6,5,55.8630,48.4983,Warrior,82.7099,70.5533,36.9671,3.0786,6.6912,1.9595,200,56.0082,85.5876,116.6680,91.5227,53.4903,79.9726,0.0061
6,6,55.8937,49.8371,Warrior,82.0493,71.5871,36.6718,3.0540,6.6378,1.9595,200,56.0082,55.1929,97.1534,66.6898,51.0588,56.6232,0.0012
6,7,55.8937,51.2864,Warrior,82.0493,71.5871,36.6718,3.0540,6.6378,1.9595,200,56.0082,38.9624,97.4337,45.5579,49.8141,30.1316,0.0015
6,8,56.0082,53.0976,Warrior,88.8002,62.9606,38.7575,2.3786,7.1031,1.8700,200,56.0082,27.0930,89.4228,38.4977,35.2533,22.8179,0.0019
6,9,56.0082,54.2790,Warrior,88.8002,62.9606,38.7575,2.3786,7.1031,1.8700,200,56.0082,12.4735,71.6873,20.8381,20.9285,15.4848,0.0017
7,0,48.2535,30.7266,Warrior,73.9359,59.1735,39.0151,26.7401,1.1354,1.9402,200,59.5049,512.1979,386.3632,479.4263,426.7629,524.8390,0.0451
