Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,28.0530,17.5935,Warrior,57.6278,26.7628,44.4105,0.0510,21.1480,1.8555,150,40.0027,329.6672,223.0238,215.9147,174.3547,261.2262,0.0427
1,1,36.3847,18.8518,Warrior,72.5158,67.6053,3.0892,4.0281,2.7616,1.8349,150,40.0027,285.3117,201.5456,213.8604,125.4912,226.4409,0.0427
1,2,36.3847,20.5226,Warrior,72.5158,67.6053,3.0892,4.0281,2.7616,1.8349,150,40.0027,215.5935,169.0375,206.7244,83.0563,149.5882,0.0424
1,3,36.3847,22.6013,Warrior,72.5158,67.6053,3.0892,4.0281,2.7616,1.8349,150,40.0027,153.1713,184.1701,224.4875,65.1966,109.9379,0.0403
1,4,36.3847,24.5040,Warrior,72.5158,67.6053,3.0892,4.0281,2.7616,1.8349,150,40.0027,136.5392,194.4140,243.1898,55.6962,86.4571,0.0344
1,5,38.7234,26.6978,Warrior,71.1981,70.0489,3.2009,0.0485,5.5036,1.8865,150,40.0027,126.3806,244.6835,300.5514,60.7529,82.5129,0.0288
1,6,38.7234,29.0773,Warrior,71.1981,70.0489,3.2009,0.0485,5.5036,1.8865,150,40.0027,112.6226,304.5130,350.6651,69.8905,77.4437,0.0276
1,7,39.7602,31.9285,Warrior,71.9367,71.9136,3.2861,0.0498,2.8138,1.8865,150,40.0027,98.3320,249.2692,285.4308,54.0958,68.0475,0.0228
1,8,38.7234,34.2369,Warrior,71.1981,70.0489,3.2009,0.0485,5.5036,1.8865,150,40.0027,73.0583,156.9054,213.0043,33.5007,41.2809,0.0150
1,9,38.7241,35.7818,Warrior,70.9096,69.7650,3.7958,0.0483,5.4813,1.8865,150,40.0027,54.8867,94.5545,108.8408,17.7136,21.3686,0.0034
1,10,38.7401,37.0490,Warrior,71.8843,69.4389,3.1730,0.0481,5.4557,1.8865,150,40.0027,16.5859,34.2038,25.1456,7.6798,5.8361,0.0021
1,11,39.2565,37.5206,Warrior,64.8385,63.7918,19.2487,0.0465,2.0745,1.8865,150,40.0027,11.1556,35.0496,26.1431,4.2053,2.1677,0.0006
1,12,39.7650,38.1022,Warrior,72.5239,71.3532,3.2605,0.0494,2.8130,1.8865,150,40.0027,7.5132,35.3893,20.9149,3.0930,1.5592,0.0004
1,13,39.9033,38.5474,Warrior,76.1983,68.4018,3.1256,0.0498,2.2244,1.8865,150,40.0027,2.6583,14.4404,9.4558,1.5679,1.1355,0.0002
