Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,49.3532,33.1406,Warrior,76.8365,53.3623,54.3935,0.6674,14.7403,1.8148,200,56.0335,290.6718,457.6796,355.8703,404.5330,331.5830,0.0362
1,1,52.6883,37.5722,Warrior,76.8365,53.3623,54.3935,0.6674,14.7403,1.9459,200,56.0335,244.9194,437.4702,266.3023,281.8298,248.8369,0.0319
1,2,54.5578,41.9607,Warrior,93.1205,49.7753,46.6396,0.7270,9.7377,1.9332,200,56.0335,225.8495,347.0810,212.8989,200.4590,183.5862,0.0313
1,3,55.1850,46.0592,Warrior,91.4798,52.4221,45.8178,0.7142,9.5661,1.9332,200,56.0335,175.9174,177.1189,149.7827,83.4893,85.9313,0.0256
1,4,55.1850,48.6452,Warrior,91.4798,52.4221,45.8178,0.7142,9.5661,1.9332,200,56.0335,113.3189,111.7103,105.9305,58.0143,12.9125,0.0125
1,5,55.1850,50.0479,Warrior,91.4798,52.4221,45.8178,0.7142,9.5661,1.9332,200,56.0335,100.4776,125.5760,71.2185,41.7561,7.3380,0.0023
1,6,55.1850,51.7157,Warrior,91.4798,52.4221,45.8178,0.7142,9.5661,1.9332,200,56.0335,59.8394,45.6436,41.4241,22.7301,5.7089,0.0017
1,7,55.3356,52.9535,Warrior,91.0518,53.1126,45.6035,0.7108,9.5213,1.9332,200,56.0335,77.0336,33.9253,36.4326,14.2841,7.8061,0.0016
1,8,55.8406,53.9717,Warrior,78.7623,62.3788,48.0728,0.7493,10.0369,1.8944,200,56.0335,67.7315,33.9831,23.4089,11.1401,7.1202,0.0009
1,9,55.8406,54.4366,Warrior,78.7623,62.3788,48.0728,0.7493,10.0369,1.8944,200,56.0335,65.1819,30.2830,18.2894,6.0978,5.8710,0.0006
1,10,56.0335,54.9933,Warrior,81.2235,61.1124,47.0969,0.7341,9.8331,1.8944,200,56.0335,51.5008,22.8934,13.1400,0.7181,3.5419,0.0003
1,11,56.0335,55.3282,Warrior,81.2235,61.1124,47.0969,0.7341,9.8331,1.8944,200,56.0335,37.3954,24.8138,6.3826,0.0008,1.3481,0.0003
1,12,56.0335,55.5018,Warrior,81.2235,61.1124,47.0969,0.7341,9.8331,1.8944,200,56.0335,36.2356,25.6672,4.5371,0.0008,0.4819,0.0004
2,0,52.3653,30.9900,Warrior,77.2510,103.4971,6.0671,4.3191,8.8657,1.8578,200,55.8777,396.5547,418.1611,549.7741,616.2940,378.5724,0.0376
2,1,53.6106,36.3143,Warrior,90.6656,67.2727,26.5728,5.0739,10.4151,1.8578,200,55.8777,288.3933,412.4323,474.0414,307.4792,325.3509,0.0431
2,2,53.6106,40.7494,Warrior,90.6656,67.2727,26.5728,5.0739,10.4151,1.8578,200,55.8777,157.9892,383.7518,305.8006,153.4000,206.6449,0.0500
2,3,53.6106,44.9126,Warrior,90.6656,67.2727,26.5728,5.0739,10.4151,1.8578,200,55.8777,149.3477,227.5475,293.2238,88.9807,133.6909,0.0502
2,4,54.0835,48.4208,Warrior,91.3630,67.7902,26.7772,5.1129,8.9567,1.8578,200,55.8777,125.0923,200.2626,278.9392,67.4115,47.2601,0.0457
2,5,54.0835,50.6522,Warrior,91.3630,67.7902,26.7772,5.1129,8.9567,1.8578,200,55.8777,101.2979,88.9573,215.1327,36.5730,9.0401,0.0358
2,6,54.9807,51.8777,Warrior,83.5943,62.0260,44.5948,2.5021,7.2828,1.8578,200,55.8777,64.7768,51.8903,170.7075,12.8199,7.3513,0.0308
2,7,54.9807,53.0364,Warrior,83.5943,62.0260,44.5948,2.5021,7.2828,1.8578,200,55.8777,34.4027,40.5054,138.5115,1.1724,1.1948,0.0167
2,8,54.9807,53.7607,Warrior,83.5943,62.0260,44.5948,2.5021,7.2828,1.8578,200,55.8777,23.9378,23.5011,111.3127,1.2212,1.5466,0.0022
2,9,55.1291,54.0541,Warrior,84.1918,62.4693,43.7413,2.4542,7.1434,1.8578,200,55.8777,15.4833,20.2047,93.2228,1.2652,1.6515,0.0000
2,10,55.8035,54.3070,Warrior,90.7440,71.2170,28.1307,2.5337,7.3746,1.8578,200,55.8777,14.1682,15.9368,71.6030,1.1283,1.5631,0.0000
2,11,55.5665,54.5666,Warrior,93.3881,69.2928,27.3707,2.5439,7.4045,1.8578,200,55.8777,15.6455,11.7342,61.9814,0.9234,1.3992,0.0000
2,12,55.5665,54.8526,Warrior,93.3881,69.2928,27.3707,2.5439,7.4045,1.8578,200,55.8777,15.7141,12.3177,58.3903,0.3860,0.9672,0.0000
2,13,55.7716,55.0594,Warrior,87.9549,72.9074,28.7985,2.6766,7.6627,1.8578,200,55.8777,15.4674,12.2330,56.2778,0.2012,0.4441,0.0000
2,14,55.8777,55.2547,Warrior,88.0993,73.0271,28.8457,2.6810,7.3469,1.8578,200,55.8777,11.7314,9.3148,38.8186,0.1338,0.3135,0.0000
2,15,55.8777,55.3875,Warrior,88.0993,73.0271,28.8457,2.6810,7.3469,1.8578,200,55.8777,10.2768,8.6832,29.1472,0.0717,0.1538,0.0000
3,0,45.4110,30.8293,Warrior,69.5017,43.6518,76.6377,4.2530,5.9558,1.9913,200,55.1347,358.9314,335.6087,569.4153,311.0837,332.8766,0.0377
3,1,45.4110,35.2534,Warrior,69.5017,43.6518,76.6377,4.2530,5.9558,1.9913,200,55.1347,265.9563,252.3018,665.4821,211.0193,310.9399,0.0327
3,2,49.1054,39.2403,Warrior,63.3217,53.9243,73.0264,4.0526,5.6751,1.8636,200,55.1347,122.4042,215.4729,729.4494,222.2945,230.8182,0.0224
3,3,49.8065,42.2860,Warrior,74.0493,42.1307,73.9670,4.1048,5.7482,1.8736,200,55.1347,59.0631,103.0797,556.4108,155.8448,170.4372,0.0113
3,4,54.8313,44.4730,Warrior,94.0742,87.3761,6.0321,5.2149,7.3027,1.8736,200,55.1347,23.2396,72.5408,446.4802,91.3562,95.1662,0.0056
3,5,53.8938,45.5106,Warrior,82.2884,97.0980,6.7033,5.7951,8.1152,1.8736,200,55.1347,29.5081,69.3732,250.3468,51.8295,42.6956,0.0021
3,6,53.8938,47.1203,Warrior,82.2884,97.0980,6.7033,5.7951,8.1152,1.8736,200,55.1347,27.1448,57.5282,109.4946,0.2696,4.2044,0.0027
3,7,53.8249,48.4422,Warrior,69.7767,64.8086,56.8437,3.1545,5.4166,1.8736,200,55.1347,10.4011,49.5709,43.2204,0.2227,2.3090,0.0034
3,8,53.8249,49.8706,Warrior,69.7767,64.8086,56.8437,3.1545,5.4166,1.8736,200,55.1347,13.3454,83.8700,67.8110,0.4277,1.5750,0.0024
3,9,53.8249,50.9814,Warrior,69.7767,64.8086,56.8437,3.1545,5.4166,1.8736,200,55.1347,17.0453,102.8680,79.8463,0.7445,0.9410,0.0015
3,10,53.8249,51.9282,Warrior,69.7767,64.8086,56.8437,3.1545,5.4166,1.8736,200,55.1347,15.7559,101.2350,67.4469,0.8681,0.9711,0.0005
3,11,55.1347,52.8927,Warrior,77.1206,61.1537,53.6380,2.9766,5.1111,1.8736,200,55.1347,12.9322,69.3505,38.8854,0.9306,0.8447,0.0000
3,12,55.1347,53.4332,Warrior,77.1206,61.1537,53.6380,2.9766,5.1111,1.8736,200,55.1347,11.2334,39.1877,15.4235,0.5576,0.4641,0.0000
3,13,55.1347,53.6908,Warrior,77.1206,61.1537,53.6380,2.9766,5.1111,1.8736,200,55.1347,7.3139,19.0488,8.8543,0.3280,0.2475,0.0000
3,14,55.1347,53.9229,Warrior,77.1206,61.1537,53.6380,2.9766,5.1111,1.8736,200,55.1347,5.5160,6.3467,3.5669,0.0869,0.0775,0.0000
3,15,55.1347,54.0631,Warrior,77.1206,61.1537,53.6380,2.9766,5.1111,1.8736,200,55.1347,6.6010,2.1717,1.5508,0.0325,0.0239,0.0000
3,16,55.1347,54.3011,Warrior,77.1206,61.1537,53.6380,2.9766,5.1111,1.8736,200,55.1347,9.5599,3.2056,2.1441,0.0562,0.0469,0.0000
3,17,55.1347,54.6055,Warrior,77.1206,61.1537,53.6380,2.9766,5.1111,1.8736,200,55.1347,9.3745,3.1419,1.8679,0.0629,0.0543,0.0000
4,0,47.1033,31.3094,Warrior,86.0072,42.0483,55.6339,1.4809,14.8297,1.8067,200,54.4769,418.8758,402.9308,438.5195,478.6506,504.7154,0.0316
4,1,47.1033,35.7284,Warrior,86.0072,42.0483,55.6339,1.4809,14.8297,1.8067,200,54.4769,304.7859,331.8446,383.0605,396.5027,484.7279,0.0354
4,2,47.1033,41.8455,Warrior,86.0072,42.0483,55.6339,1.4809,14.8297,1.8067,200,54.4769,165.4840,317.6159,318.4439,222.9299,96.2796,0.0387
4,3,48.3237,43.9507,Warrior,88.2532,43.1464,57.0867,1.5196,9.9941,1.8067,200,54.4769,151.0600,338.5070,279.0906,120.8411,50.7904,0.0389
4,4,50.4744,45.9010,Warrior,69.5873,67.5613,46.0232,8.8784,7.9498,1.8410,200,54.4769,101.1398,312.2118,196.4669,17.6318,14.5721,0.0371
4,5,50.4744,46.5217,Warrior,69.5873,67.5613,46.0232,8.8784,7.9498,1.8410,200,54.4769,72.1477,277.1540,186.2471,17.3271,13.8074,0.0281
4,6,50.4744,47.0989,Warrior,69.5873,67.5613,46.0232,8.8784,7.9498,1.8410,200,54.4769,64.8728,193.6582,100.9492,11.9775,9.7162,0.0133
4,7,51.0128,47.5173,Warrior,79.3148,60.8658,48.6935,1.2479,9.8780,1.8067,200,54.4769,75.5713,143.6279,36.7308,7.7915,7.1649,0.0058
4,8,51.1916,48.1630,Warrior,78.1303,59.9569,45.3359,8.7458,7.8311,1.8410,200,54.4769,91.6380,146.5207,15.3838,10.2370,10.6556,0.0015
4,9,51.3315,49.1185,Warrior,79.9454,49.5590,59.6171,1.7454,9.1331,1.8410,200,54.4769,80.0465,139.3001,23.3033,13.5621,11.0465,0.0003
4,10,51.4886,50.0345,Warrior,70.1906,68.1470,46.4222,1.3837,13.8566,1.8410,200,54.4769,51.9558,95.7323,25.2938,11.9796,6.5831,0.0002
4,11,52.0379,50.6458,Warrior,73.2217,66.5557,45.3382,1.3514,13.5330,1.8410,200,54.4769,36.8718,72.3280,36.2626,12.6569,4.2720,0.0001
4,12,53.3471,50.9887,Warrior,78.3740,60.1438,52.1579,1.4688,7.8555,1.8410,200,54.4769,26.2413,65.4279,47.4855,12.7852,3.0328,0.0001
4,13,53.0384,51.3092,Warrior,77.4305,59.4198,53.5725,1.5086,8.0686,1.8410,200,54.4769,16.9128,49.8391,50.1248,12.1374,1.8589,0.0001
4,14,54.2681,51.6577,Warrior,82.0466,64.4501,43.9039,1.4127,8.1867,1.8410,200,54.4769,16.1788,43.0902,45.4425,10.8197,1.3929,0.0001
4,15,54.3115,52.0366,Warrior,82.9397,63.9621,43.5714,1.4020,8.1247,1.8410,200,54.4769,16.3873,28.0313,39.5420,9.4075,0.9808,0.0001
4,16,54.3115,52.4596,Warrior,82.9397,63.9621,43.5714,1.4020,8.1247,1.8410,200,54.4769,15.0745,22.4145,36.1542,7.5459,0.3903,0.0001
4,17,54.3115,52.9548,Warrior,82.9397,63.9621,43.5714,1.4020,8.1247,1.8410,200,54.4769,10.2548,17.7908,34.1066,4.3191,0.2680,0.0000
