Época	Pérdida
1	0.248782
2	0.248431
3	0.248065
4	0.247680
5	0.247271
6	0.246838
7	0.246382
8	0.245903
9	0.245403
10	0.244889
11	0.244352
12	0.243786
13	0.243193
14	0.242573
15	0.241930
16	0.241268
17	0.240588
18	0.239888
19	0.239165
20	0.238411
21	0.237628
22	0.236814
23	0.235987
24	0.235147
25	0.234289
26	0.233416
27	0.232533
28	0.231639
29	0.230734
30	0.229832
31	0.228932
32	0.228034
33	0.227141
34	0.226256
35	0.225376
36	0.224503
37	0.223641
38	0.222792
39	0.221954
40	0.221130
41	0.220314
42	0.219507
43	0.218709
44	0.217923
45	0.217148
46	0.216378
47	0.215612
48	0.214855
49	0.214123
50	0.213403
51	0.212698
52	0.212002
53	0.211318
54	0.210646
55	0.209993
56	0.209368
57	0.208752
58	0.208145
59	0.207512
60	0.206875
61	0.206251
62	0.205628
63	0.205010
64	0.204385
65	0.203779
66	0.203182
67	0.202595
68	0.202021
69	0.201459
70	0.200931
71	0.200459
72	0.200024
73	0.199595
74	0.199180
75	0.198775
76	0.198398
77	0.198064
78	0.197751
79	0.197454
80	0.197192
81	0.196947
82	0.196717
83	0.196500
84	0.196299
85	0.196115
86	0.195942
87	0.195778
88	0.195622
89	0.195473
90	0.195329
91	0.195190
92	0.195056
93	0.194927
94	0.194800
95	0.194678
96	0.194559
97	0.194444
98	0.194333
99	0.194226
100	0.194121
101	0.194020
102	0.193920
103	0.193823
104	0.193727
105	0.193634
106	0.193543
107	0.193454
108	0.193365
109	0.193277
110	0.193190
111	0.193105
112	0.193021
113	0.192939
114	0.192857
115	0.192777
116	0.192697
117	0.192619
118	0.192541
119	0.192465
120	0.192388
121	0.192313
122	0.192238
123	0.192165
124	0.192093
125	0.192021
126	0.191950
127	0.191880
128	0.191809
129	0.191739
130	0.191670
131	0.191600
132	0.191531
133	0.191462
134	0.191392
135	0.191321
136	0.191251
137	0.191180
138	0.191108
139	0.191037
140	0.190964
141	0.190889
142	0.190813
143	0.190736
144	0.190659
145	0.190581
146	0.190504
147	0.190426
148	0.190347
149	0.190267
150	0.190187
151	0.190105
152	0.190022
153	0.189938
154	0.189853
155	0.189766
156	0.189678
157	0.189588
158	0.189495
159	0.189401
160	0.189305
161	0.189206
162	0.189106
163	0.189003
164	0.188897
165	0.188787
166	0.188675
167	0.188563
168	0.188451
169	0.188335
170	0.188216
171	0.188093
172	0.187969
173	0.187841
174	0.187713
175	0.187583
176	0.187450
177	0.187314
178	0.187175
179	0.187034
180	0.186890
181	0.186740
182	0.186588
183	0.186431
