Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,49.2459,43.7940,Warrior,73.0559,73.8598,23.5225,6.7717,22.7901,1.8661,200,54.2853,71.7320,96.7508,172.9675,105.5257,85.1941,0.0251
1,1,49.7405,47.1840,Warrior,73.6767,74.4875,23.7224,5.1296,22.9837,1.8661,200,54.2853,23.7397,21.3749,79.2197,6.0075,8.8419,0.0007
1,2,51.7261,47.7970,Warrior,74.1001,76.8258,27.1483,6.2783,15.6475,1.8661,200,54.2853,22.2650,26.5349,86.1630,2.2290,4.7452,0.0004
1,3,51.7261,48.1251,Warrior,74.1001,76.8258,27.1483,6.2783,15.6475,1.8661,200,54.2853,22.6610,34.1340,96.2823,2.4535,5.0408,0.0002
1,4,51.7261,48.6382,Warrior,74.1001,76.8258,27.1483,6.2783,15.6475,1.8661,200,54.2853,29.5189,29.6400,87.2600,3.7395,6.1018,0.0001
1,5,52.7364,49.3430,Warrior,74.1971,61.1305,48.6373,0.3671,15.6679,1.8661,200,54.2853,25.7764,34.5340,80.9902,4.5851,7.2699,0.0000
1,6,53.4740,50.2337,Warrior,79.8711,65.8053,37.0422,0.4153,16.8661,1.8661,200,54.2853,29.6648,25.5957,69.3444,6.9805,8.9416,0.0000
1,7,53.6569,51.3512,Warrior,77.1554,70.9532,35.1099,0.4261,16.3554,1.8661,200,54.2853,18.2557,23.9101,63.5586,9.0241,8.8275,0.0000
1,8,54.0773,52.3295,Warrior,80.0314,66.5570,37.9197,0.3547,15.1372,1.8661,200,54.2853,15.1735,23.9567,67.7595,7.4925,4.1124,0.0000
1,9,53.9095,53.0601,Warrior,75.6658,75.8807,32.7198,0.3683,15.3654,1.8661,200,54.2853,13.2212,22.6190,45.0585,2.9780,0.6402,0.0000
1,10,54.1333,53.4101,Warrior,80.9804,76.6639,26.0887,0.4389,15.8281,1.8661,200,54.2853,9.9222,23.9279,33.4263,0.7269,0.3540,0.0000
1,11,54.1987,53.5895,Warrior,80.9677,66.7088,36.9904,0.3511,14.9820,1.8661,200,54.2853,10.1707,16.2087,16.7189,0.0015,0.3209,0.0000
1,12,54.2853,53.6863,Warrior,83.5900,69.6030,30.9928,0.4362,15.3779,1.8661,200,54.2853,9.5712,9.2504,10.3439,0.0014,0.3977,0.0000
1,13,54.2853,53.7768,Warrior,83.5900,69.6030,30.9928,0.4362,15.3779,1.8661,200,54.2853,7.0044,7.5339,6.7088,0.0013,0.3733,0.0000
2,0,52.6831,50.2205,Warrior,73.8776,59.6403,51.5604,5.5063,9.4154,1.8722,200,52.7857,29.1218,39.7895,93.2436,12.0870,30.1194,0.0043
2,1,52.5333,51.5733,Warrior,81.6238,65.2933,32.6280,9.1927,11.2622,1.8722,200,52.7857,3.1163,8.3427,19.7828,4.3864,0.1031,0.0000
2,2,52.6611,51.7957,Warrior,75.6670,62.1184,45.1201,7.8714,9.2231,1.8722,200,52.7857,1.8368,4.9801,8.8418,0.5684,0.0900,0.0000
2,3,52.9084,51.8582,Warrior,77.9206,60.9925,44.3022,7.7288,9.0559,1.8722,200,52.7857,4.3913,4.6878,8.4526,0.4347,0.1627,0.0000
2,4,52.9084,51.9152,Warrior,77.9206,60.9925,44.3022,7.7288,9.0559,1.8722,200,52.7857,6.7365,3.9954,12.3594,0.2358,0.2080,0.0000
2,5,52.7700,51.9750,Warrior,78.4458,65.1422,37.4182,8.6029,10.3908,1.8722,200,52.7857,5.6143,6.2767,12.8694,0.2471,0.1938,0.0000
2,6,53.1410,52.0408,Warrior,79.9283,64.7690,37.2038,7.9348,10.1641,1.8722,200,52.7857,3.9644,8.0710,8.0564,0.2899,0.2080,0.0000
2,7,53.1410,52.1721,Warrior,79.9283,64.7690,37.2038,7.9348,10.1641,1.8722,200,52.7857,5.0587,10.1857,6.5690,0.2027,0.1576,0.0000
2,8,53.2947,52.2152,Warrior,83.7106,62.7035,36.0174,7.9483,9.6202,1.8722,200,52.7857,5.2275,9.2609,8.2435,0.1932,0.0996,0.0000
2,9,52.7857,52.2940,Warrior,78.0905,60.4394,44.3679,7.7402,9.3621,1.8722,200,52.7857,5.9401,7.2205,7.8409,0.3435,0.1441,0.0000
3,0,56.4154,43.9700,Warrior,81.6121,77.2825,27.7966,2.1679,11.1410,1.9054,200,59.5636,526.5105,265.0376,350.8980,119.0469,171.7821,0.0434
3,1,59.4241,53.9394,Warrior,85.2737,80.7499,29.0437,2.2652,2.6676,1.9054,200,59.5636,113.9145,116.5028,120.3807,11.5013,15.5474,0.0205
