Época	Pérdida
1	0.690710
2	1.594348
3	0.640661
4	0.667099
5	0.670709
6	0.656843
7	0.637085
8	0.621448
9	0.609777
10	0.604857
11	0.605688
12	0.605189
13	0.602198
14	0.598857
15	0.597327
16	0.596880
17	0.596924
18	0.596729
19	0.595892
20	0.594753
21	0.593220
22	0.590915
23	0.587708
24	0.583803
25	0.578481
26	0.572922
27	0.567259
28	0.562263
29	0.557321
30	0.553227
31	0.549974
32	0.548131
33	0.541755
34	0.541687
35	0.540152
36	0.537289
37	0.533562
38	0.529986
39	0.528505
40	0.542709
41	0.533062
42	0.531670
43	0.533996
44	0.536524
45	0.535349
46	0.528087
47	0.520335
48	0.515934
49	0.513333
50	0.515140
51	0.517020
52	0.516446
53	0.513524
54	0.510435
55	0.507474
56	0.505276
57	0.504479
58	0.504013
59	0.503087
60	0.502332
61	0.501917
62	0.501083
63	0.499020
64	0.497831
65	0.496857
66	0.496591
67	0.495211
68	0.495351
69	0.493390
70	0.494524
71	0.493010
72	0.491667
73	0.492688
74	0.491190
75	0.491776
76	0.489633
77	0.490607
78	0.489070
79	0.489614
80	0.489682
81	0.488512
82	0.488987
83	0.487745
84	0.494575
85	0.492415
86	0.491232
87	0.491405
88	0.500669
89	0.489364
90	0.489923
91	0.494340
92	0.487880
93	0.484620
94	0.489282
95	0.483252
96	0.483691
97	0.482633
98	0.481368
99	0.484547
100	0.480492
101	0.482162
102	0.481322
103	0.478857
104	0.478679
105	0.478331
106	0.477944
107	0.477557
108	0.477541
109	0.478476
110	0.475251
111	0.474602
112	0.474784
113	0.473370
114	0.470354
115	0.468959
116	0.469256
117	0.473200
118	0.466511
119	0.469786
120	0.468815
121	0.500509
122	0.504741
123	0.492043
124	0.491738
125	0.502544
126	0.498134
127	0.482936
128	0.486556
129	0.482420
130	0.496453
131	0.494187
132	0.504318
133	0.484509
134	0.482429
135	0.479856
136	0.477488
137	0.477300
138	0.477164
139	0.477496
140	0.476359
141	0.475285
142	0.476241
143	0.475443
144	0.474508
145	0.473728
146	0.474099
147	0.474514
148	0.474012
149	0.473014
150	0.471854
151	0.471871
152	0.471669
153	0.470955
154	0.470188
155	0.469490
156	0.468369
157	0.467693
158	0.467174
159	0.466703
160	0.465823
161	0.465563
162	0.465283
163	0.464927
164	0.469019
165	0.480545
166	0.495415
167	0.513452
168	0.505886
169	0.496252
170	0.491939
171	0.488830
172	0.485428
173	0.485233
174	0.485766
175	0.483311
176	0.479088
177	0.478968
178	0.477788
179	0.475850
180	0.475242
181	0.471818
182	0.468029
183	0.466744
184	0.463545
185	0.461206
186	0.459239
187	0.458546
188	0.458147
189	0.455197
190	0.456286
191	0.454336
192	0.456377
193	0.450942
194	0.451011
195	0.452033
