Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,51.8560,28.9434,Warrior,77.2753,79.2793,18.6156,13.0298,11.8000,1.8997,200,55.8819,380.5877,365.3122,439.6633,401.9385,355.8884,0.0440
1,1,51.8560,32.4713,Warrior,77.2753,79.2793,18.6156,13.0298,11.8000,1.8997,200,55.8819,244.6441,397.7132,326.2656,303.7509,290.5264,0.0490
1,2,51.8560,36.5791,Warrior,77.2753,79.2793,18.6156,13.0298,11.8000,1.8997,200,55.8819,152.4572,382.6402,299.4324,209.5869,211.4732,0.0509
1,3,51.8560,39.3438,Warrior,77.2753,79.2793,18.6156,13.0298,11.8000,1.8997,200,55.8819,138.0979,345.0341,273.1555,160.3655,148.1117,0.0477
1,4,51.8560,42.7585,Warrior,77.2753,79.2793,18.6156,13.0298,11.8000,1.8997,200,55.8819,103.5414,247.9740,277.1545,98.1481,103.3151,0.0403
1,5,51.9573,45.5941,Warrior,78.8910,77.9483,18.3031,12.8110,12.0467,1.8997,200,55.8819,92.0109,160.2123,191.0024,57.0596,87.4573,0.0269
1,6,52.3524,47.7651,Warrior,75.8696,66.1559,35.5285,10.8606,11.5853,1.8997,200,55.8819,92.5921,102.1227,139.9984,40.9317,60.6039,0.0054
1,7,52.5093,49.4084,Warrior,78.9725,78.2599,19.4036,11.3048,12.0591,1.8997,200,55.8819,55.9897,75.1319,95.3925,17.9602,38.4280,0.0007
1,8,52.7028,50.5340,Warrior,73.2310,72.5701,32.9455,10.0710,11.1824,1.8997,200,55.8819,31.0386,65.0714,63.4155,10.8829,24.1967,0.0004
1,9,53.0296,51.4585,Warrior,74.3943,73.7229,31.0355,9.4872,11.3600,1.8997,200,55.8819,18.6051,34.4394,55.4046,3.8298,8.2100,0.0002
1,10,53.1590,51.6238,Warrior,73.9911,75.9100,29.7165,9.0840,11.2985,1.8997,200,55.8819,15.0605,26.1784,45.9620,4.1124,7.9080,0.0001
1,11,53.7183,51.9969,Warrior,77.3947,68.1443,36.5964,12.5406,5.3240,1.8997,200,55.8819,8.1246,28.7694,62.9896,3.0131,3.6107,0.0000
1,12,53.7163,52.1637,Warrior,86.1052,59.9019,36.6807,11.2128,6.0993,1.8997,200,55.8819,9.2396,34.4151,77.8604,1.9101,4.6690,0.0000
1,13,54.6428,52.4102,Warrior,74.3995,79.2849,31.0377,9.4879,5.7900,1.8997,200,55.8819,15.4211,41.4099,77.5960,2.2366,6.1230,0.0000
1,14,54.6428,52.6155,Warrior,74.3995,79.2849,31.0377,9.4879,5.7900,1.8997,200,55.8819,16.9994,46.1496,79.8173,2.5908,6.6575,0.0000
1,15,54.7632,52.8911,Warrior,78.4009,83.3884,22.1111,9.9981,6.1014,1.8997,200,55.8819,18.8657,41.7669,68.1364,2.5098,6.9742,0.0000
1,16,54.6428,53.2185,Warrior,74.3995,79.2849,31.0377,9.4879,5.7900,1.8997,200,55.8819,21.9051,40.4675,57.8107,2.4388,7.1332,0.0000
1,17,55.3830,53.6121,Warrior,81.5283,74.2630,29.0400,9.1635,6.0052,1.8997,200,55.8819,19.0904,30.5989,46.9558,2.3026,5.8646,0.0000
1,18,55.3830,53.9196,Warrior,81.5283,74.2630,29.0400,9.1635,6.0052,1.8997,200,55.8819,19.9590,28.4342,36.8886,2.1717,4.3767,0.0000
1,19,55.3830,54.2404,Warrior,81.5283,74.2630,29.0400,9.1635,6.0052,1.8997,200,55.8819,15.8413,22.1276,30.9247,1.8584,3.0581,0.0000
1,20,55.3909,54.3999,Warrior,81.2852,74.0415,29.5837,9.1024,5.9873,1.8997,200,55.8819,16.1410,25.0616,32.6274,1.3963,2.3061,0.0000
1,21,55.6188,54.6254,Warrior,86.6248,70.2191,28.6599,8.7610,5.7352,1.8997,200,55.8819,13.7635,15.6282,24.1467,1.2032,1.1050,0.0000
1,22,55.8041,54.9060,Warrior,84.6168,72.3251,28.8979,8.5579,5.6023,1.8997,200,55.8819,11.2447,10.8352,17.2235,0.7868,0.1599,0.0000
1,23,55.8041,55.0692,Warrior,84.6168,72.3251,28.8979,8.5579,5.6023,1.8997,200,55.8819,9.9903,8.0510,11.7104,0.4249,0.1728,0.0000
1,24,55.8819,55.2618,Warrior,85.0182,72.6682,28.3558,8.6680,5.2897,1.8997,200,55.8819,7.4432,7.8712,8.1098,0.2287,0.0755,0.0000
1,25,55.8819,55.3535,Warrior,85.0182,72.6682,28.3558,8.6680,5.2897,1.8997,200,55.8819,5.7812,6.1184,4.3614,0.1347,0.0746,0.0000
2,0,44.8594,29.0434,Warrior,80.8941,79.2979,18.2351,19.9277,1.6451,1.4892,200,57.2049,280.0289,319.9131,470.0440,298.6345,435.3610,0.0358
2,1,44.8594,31.2918,Warrior,80.8941,79.2979,18.2351,19.9277,1.6451,1.4892,200,57.2049,194.7194,220.2085,271.4170,236.9995,335.3752,0.0408
2,2,44.8594,33.5934,Warrior,80.8941,79.2979,18.2351,19.9277,1.6451,1.4892,200,57.2049,161.5109,172.1317,213.7710,208.4812,211.6311,0.0360
2,3,44.8594,35.7129,Warrior,80.8941,79.2979,18.2351,19.9277,1.6451,1.4892,200,57.2049,128.2813,129.7179,214.4831,159.2141,185.2695,0.0372
2,4,47.4611,38.0363,Warrior,81.9408,62.0266,42.7944,11.1574,2.0807,1.4375,200,57.2049,149.9904,159.3872,190.0827,137.8066,223.2175,0.0426
2,5,47.8541,39.7524,Warrior,68.7263,85.8404,31.3367,11.5891,2.5076,1.7909,200,57.2049,135.4083,160.0406,173.6362,96.9093,263.7133,0.0464
2,6,52.7021,40.9646,Warrior,80.8941,79.2979,18.2351,19.9277,1.6451,1.9212,200,57.2049,105.3541,154.6117,114.8179,69.3240,278.9176,0.0479
2,7,55.5895,43.3163,Warrior,84.1488,82.4884,18.9688,12.6828,1.7113,1.9212,200,57.2049,103.0319,127.0379,79.7888,60.7264,310.9001,0.0474
2,8,55.5895,45.2138,Warrior,84.1488,82.4884,18.9688,12.6828,1.7113,1.9212,200,57.2049,93.1532,121.0366,82.8036,37.6882,235.1822,0.0463
2,9,56.0766,46.7097,Warrior,92.6678,65.0431,30.5224,9.2994,2.4673,1.9212,200,57.2049,83.0471,99.6582,64.5378,36.0058,171.6835,0.0469
2,10,56.3054,48.5767,Warrior,80.1411,82.8882,24.9599,10.3810,1.6298,1.9212,200,57.2049,62.0661,75.9262,57.9193,30.3959,38.7465,0.0458
2,11,56.4892,50.7751,Warrior,80.2720,83.0235,25.0006,9.2498,2.4541,1.9212,200,57.2049,56.9505,64.9140,51.2556,35.6504,5.5768,0.0310
2,12,56.5551,52.4621,Warrior,84.4223,78.2471,25.2044,10.4808,1.6454,1.9212,200,57.2049,58.2574,62.8530,41.2133,32.7064,0.1425,0.0104
2,13,56.5551,53.8721,Warrior,84.4223,78.2471,25.2044,10.4808,1.6454,1.9212,200,57.2049,33.3973,51.8021,26.2702,24.0258,0.1691,0.0067
2,14,56.6872,54.9563,Warrior,81.9111,76.6052,29.9412,9.1223,2.4203,1.9212,200,57.2049,21.7020,39.0041,18.7115,13.0990,0.1564,0.0027
2,15,57.2049,55.7019,Warrior,86.2166,74.3260,29.0503,8.8509,1.5563,1.9212,200,57.2049,13.7114,26.8812,17.0866,5.6170,0.1460,0.0000
2,16,57.2049,56.0961,Warrior,86.2166,74.3260,29.0503,8.8509,1.5563,1.9212,200,57.2049,13.0539,25.6537,14.3016,1.4648,0.1141,0.0000
2,17,57.2049,56.3797,Warrior,86.2166,74.3260,29.0503,8.8509,1.5563,1.9212,200,57.2049,7.7806,16.7376,12.8055,0.7816,0.0781,0.0000
2,18,57.2049,56.5812,Warrior,86.2166,74.3260,29.0503,8.8509,1.5563,1.9212,200,57.2049,3.5496,16.7454,13.6650,0.5680,0.0472,0.0000
