Dimensión 1,Dimensión 2,Etiqueta
-6.568746827033796,-11.291506489686899,`
34.897261570558186,-11.91442191475527,a
16.840595505635537,-9.75555000831991,b
21.756010814131375,-11.494271582320085,c
81.57750875165215,-18.959142594894317,d
4.052514738757715,-5.641751289443049,e
-6.741515692565211,-19.86278714001486,f
305.11596384998177,-57.67592442119396,g
19.020741137605377,-14.842685384991405,h
-10.068617289947994,-21.83249325018334,i
15.825360332867605,-7.874071300151036,j
25.03655435066772,-15.88424466168286,k
-9.434019460565452,-20.471084512970556,l
8.37332178485925,-7.819041955870563,m
26.904399248602928,-21.693105707411217,n
9.460626302057817,-12.624589449724905,o
5.973260890708912,-5.436646690527203,p
75.17422579468435,-21.271785421572517,q
28.656270044846416,-22.346326250062628,r
0.17229878631323314,-2.8701959064548324,s
-2.4805780862144298,-5.62435069615805,t
28.878132216957884,-12.266609165670692,u
24.33863157056182,-10.163667785528938,v
39.08990571757933,-17.472198283170357,w
-3.1013434708463405,-1.1727564408729882,x
182.7652671153357,-41.60630931074167,y
-2.609418130426904,-0.48199221637620476,z
-5.702364594625861,-11.96179303693338,{
-8.952174874196084,-19.00879682786557,|
-40.834065129166476,76.67567833169394,}
48.426857467450255,-27.075279478551387,~
55.759921372452986,-22.939434614091915,DEL
