Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,43.0543,29.1628,Warrior,69.8926,50.6607,59.1954,7.0597,13.1916,1.7512,200,57.0963,392.2832,404.4210,384.2758,324.6522,430.5917,0.0384
1,1,47.0179,31.1209,Warrior,58.4554,59.5498,54.1649,6.4598,21.3701,1.9032,200,57.0963,254.4300,350.0987,373.6357,196.0792,298.2321,0.0349
1,2,49.9665,33.7568,Warrior,64.7971,66.9051,43.2360,8.7367,16.3251,1.9032,200,57.0963,186.6328,303.5464,267.9885,158.7070,239.6685,0.0413
1,3,44.2214,34.8665,Warrior,89.4456,43.6393,32.5187,22.7028,11.6935,1.8649,200,57.0963,146.9017,322.0719,273.3840,132.5713,216.9188,0.0422
1,4,44.4476,36.8508,Warrior,57.5666,75.7810,32.3911,22.6137,11.6476,1.8649,200,57.0963,136.2749,412.1123,182.6229,110.6560,184.1542,0.0450
1,5,49.3626,38.4491,Warrior,57.8624,93.1894,34.6416,0.7797,13.5270,1.8649,200,57.0963,134.1413,377.1041,163.7346,109.4533,132.0374,0.0410
1,6,49.7816,40.1352,Warrior,57.8624,93.1894,34.6416,0.7797,13.5270,1.9497,200,57.0963,156.9159,381.1245,169.7972,92.3851,109.6678,0.0294
1,7,50.7193,41.1409,Warrior,76.0622,54.6837,47.5744,0.9982,20.6815,1.8649,200,57.0963,127.4710,351.5891,106.5281,131.7390,99.4993,0.0119
1,8,54.0639,43.0212,Warrior,84.6574,60.8631,38.5562,0.8678,15.0555,1.9497,200,57.0963,147.6789,317.2183,82.7724,115.0836,84.1392,0.0088
1,9,54.0639,44.6682,Warrior,84.6574,60.8631,38.5562,0.8678,15.0555,1.9497,200,57.0963,181.6684,308.1133,64.1227,94.4692,57.5038,0.0063
1,10,54.2788,46.9539,Warrior,79.6618,74.8920,28.5581,0.6428,16.2452,1.9497,200,57.0963,157.7928,299.9084,73.3074,78.5165,39.1232,0.0026
1,11,54.6851,48.5880,Warrior,73.2259,84.5057,29.3033,0.6986,12.2665,1.9497,200,57.0963,115.3712,333.1962,65.1655,53.0176,32.9923,0.0011
1,12,55.6109,50.8076,Warrior,81.2556,76.3904,29.1295,0.7126,12.5119,1.9497,200,57.0963,102.1657,238.8509,50.8980,21.1990,17.2113,0.0010
1,13,54.9420,51.9909,Warrior,80.4524,75.6352,28.8416,0.6491,14.4217,1.9497,200,57.0963,78.6064,215.9471,73.0730,4.6266,8.3845,0.0008
1,14,54.9420,52.7445,Warrior,80.4524,75.6352,28.8416,0.6491,14.4217,1.9497,200,57.0963,60.0815,134.6415,72.2723,1.9451,5.5168,0.0006
1,15,54.9420,53.4645,Warrior,80.4524,75.6352,28.8416,0.6491,14.4217,1.9497,200,57.0963,33.3513,84.0534,69.9404,0.3221,3.2112,0.0005
1,16,54.9420,53.8606,Warrior,80.4524,75.6352,28.8416,0.6491,14.4217,1.9497,200,57.0963,26.7360,68.2559,57.2559,0.0182,2.3984,0.0003
1,17,55.5274,54.1482,Warrior,81.3438,77.2524,25.6474,0.7255,15.0310,1.9032,200,57.0963,26.2774,72.2106,61.9979,0.0187,2.3009,0.0004
1,18,55.5274,54.4170,Warrior,81.3438,77.2524,25.6474,0.7255,15.0310,1.9032,200,57.0963,21.0679,67.4257,43.9847,0.0188,1.4766,0.0003
1,19,56.3062,54.6840,Warrior,81.4047,76.5507,28.4564,0.7616,12.8265,1.9032,200,57.0963,17.4839,53.0603,34.1340,0.0154,1.3123,0.0004
1,20,56.3062,54.9363,Warrior,81.4047,76.5507,28.4564,0.7616,12.8265,1.9032,200,57.0963,17.3663,39.4717,22.7644,0.0176,1.0966,0.0005
1,21,56.3062,55.0760,Warrior,81.4047,76.5507,28.4564,0.7616,12.8265,1.9032,200,57.0963,16.5584,35.6309,21.1923,0.0161,1.2642,0.0005
1,22,56.3797,55.2159,Warrior,77.8603,71.7278,38.3941,0.8121,11.2057,1.9032,200,57.0963,11.8552,23.0925,17.3366,0.0121,0.9410,0.0005
1,23,56.3065,55.4509,Warrior,81.3184,76.6816,28.4262,0.7608,12.8129,1.9032,200,57.0963,9.3833,16.6580,18.6089,0.0100,1.2068,0.0005
1,24,56.8400,55.6468,Warrior,85.1650,76.9113,25.5341,0.8372,11.5524,1.9032,200,57.0963,8.7772,9.6815,14.6794,0.0080,1.7414,0.0004
1,25,56.8176,55.8631,Warrior,81.4848,77.3863,29.0152,0.8185,11.2952,1.9032,200,57.0963,4.9604,13.9106,18.9557,0.0050,1.6168,0.0004
1,26,56.8745,56.0846,Warrior,83.7654,75.8167,28.1836,0.7543,11.4801,1.9032,200,57.0963,3.5310,5.4860,9.4028,0.0047,1.1277,0.0003
1,27,57.0040,56.2235,Warrior,82.2319,77.3285,28.7456,0.7902,10.9039,1.9032,200,57.0963,2.9227,5.3029,8.3341,0.0029,0.9254,0.0002
1,28,57.1009,56.3944,Warrior,82.3678,76.4442,29.5250,0.8329,10.8300,1.9192,200,57.0963,1.6176,6.0430,8.8057,0.0031,0.8357,0.0001
1,29,57.0963,56.5365,Warrior,83.1321,79.1570,26.2112,0.7770,10.7226,1.9032,200,57.0963,1.9600,6.2398,10.6978,0.0029,0.8096,0.0001
2,0,52.3672,30.0510,Warrior,79.8357,85.7742,11.6278,3.5762,19.1861,1.9285,200,59.3805,483.0307,461.5197,305.8462,350.8279,509.0405,0.0344
2,1,52.3672,35.3182,Warrior,79.8357,85.7742,11.6278,3.5762,19.1861,1.9285,200,59.3805,343.0434,421.7940,355.4934,315.0079,317.5768,0.0295
