Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,44.1593,28.6099,Warrior,75.5458,60.7098,17.8055,28.0696,17.8693,1.8900,200,55.0907,276.3858,448.6901,522.0948,279.4502,348.7243,0.0441
1,1,47.8938,31.8190,Warrior,72.2328,80.0927,18.2169,9.4601,19.9974,1.9718,200,55.0907,175.2946,449.6680,581.5559,290.6558,251.2561,0.0456
1,2,49.7608,34.2289,Warrior,72.1819,80.0363,18.2041,10.3939,19.1838,1.8900,200,55.0907,166.3692,373.6619,571.2773,199.5057,202.5115,0.0362
1,3,49.7670,37.0131,Warrior,72.1895,80.0446,18.2060,10.3876,19.1723,1.8900,200,55.0907,132.5613,369.8867,477.1625,117.3262,127.6184,0.0375
1,4,49.7671,39.5726,Warrior,72.1925,80.0396,18.2068,10.3881,19.1731,1.8900,200,55.0907,133.1963,253.1667,422.5402,90.3936,81.1401,0.0320
1,5,49.7931,42.3111,Warrior,72.1957,80.1030,18.2193,9.4680,20.0141,1.8900,200,55.0907,106.4467,205.1365,379.2149,74.7522,50.7322,0.0218
1,6,51.4987,44.5796,Warrior,74.2184,82.2943,18.8833,4.8791,19.7250,1.8900,200,55.0907,81.3458,136.3121,222.4424,69.7812,34.3195,0.0127
1,7,51.4987,46.3744,Warrior,74.2184,82.2943,18.8833,4.8791,19.7250,1.8900,200,55.0907,61.1051,78.4365,163.4845,46.2000,16.0960,0.0051
1,8,51.4987,47.7759,Warrior,74.2184,82.2943,18.8833,4.8791,19.7250,1.8900,200,55.0907,39.6211,66.7061,132.1079,23.2849,12.1958,0.0023
1,9,52.5086,48.7951,Warrior,81.2984,69.9557,25.6837,9.8514,13.2107,1.8900,200,55.0907,16.3988,44.2555,44.1196,18.6924,7.0176,0.0017
1,10,52.5086,49.7788,Warrior,81.2984,69.9557,25.6837,9.8514,13.2107,1.8900,200,55.0907,12.1355,38.6911,40.7784,16.1207,6.2355,0.0010
1,11,52.5086,50.4896,Warrior,81.2984,69.9557,25.6837,9.8514,13.2107,1.8900,200,55.0907,12.4901,29.4249,34.2277,14.2316,4.8640,0.0006
1,12,52.5086,50.9961,Warrior,81.2984,69.9557,25.6837,9.8514,13.2107,1.8900,200,55.0907,19.3986,28.8355,35.3412,12.6764,5.8249,0.0005
1,13,52.5086,51.3196,Warrior,81.2984,69.9557,25.6837,9.8514,13.2107,1.8900,200,55.0907,24.5610,35.1176,28.2859,12.6893,7.7030,0.0004
1,14,52.6056,51.7649,Warrior,79.1079,80.0769,18.3745,9.5860,12.8548,1.8900,200,55.0907,21.9016,33.6598,17.3341,7.7109,9.0760,0.0001
