Dimensión 1,Dimensión 2,Etiqueta
44.271720715868376,33.5710210949288,`
-4.623062875356324,2.872272938060363,a
-6.676425679095939,10.511047467831826,b
-4.345858011933482,7.126091260238688,c
4.154075764071947,-1.8616193396512466,d
95.14190853814503,265.4364037058354,e
62.130626719618505,16.155894729541586,f
27.468608617524808,3.884242502017298,g
-5.292935347437652,20.67887928703426,h
82.78220979054365,74.39766031864114,i
19.477404817177728,19.67509708625116,j
3.9733297002354973,33.62931443585178,k
92.32484141369025,55.864757330499486,l
43.049497256573346,192.25523776406294,m
22.256174336595283,145.90880094189475,n
9.063804145806513,206.44286094243947,o
6.456350135733137,25.445963276696915,p
6.657102775393801,2.3936429198910623,q
14.540665716160468,85.91186811782251,r
85.00951466799394,115.93157836446542,s
32.68703770589755,10.758675072109053,t
-7.751587164469774,102.44689313584433,u
-12.783909417160144,10.714966792966269,v
-6.365054154988232,111.82885241797379,w
7.945708521789488,16.455043195308892,x
-1.4942370202592987,-2.4120127842947543,y
23.321920996548208,32.49396103375331,z
70.59809959892101,28.370057911101284,{
82.88520768488232,55.848171572447654,|
16.635509781046256,11.024462574179095,}
21.53607369168584,11.965634942327323,~
35.05000394135632,-6.709616294472975e-05,DEL
