pokemon,pokeball,status_effect,health_points,noise,average_capture_rate,effectiveness,variance
jolteon,pokeball,POISON,41,0.0,0.14053166666666667,10.2,0.0009289738305555555
jolteon,pokeball,POISON,40,0.0,0.14140819672131147,10.2,0.0009598430475678581
jolteon,pokeball,POISON,39,0.0,0.14228225806451614,10.6,0.0009909646852237254
jolteon,pokeball,POISON,38,0.0,0.14315396825396826,10.6,0.0010223475636180397
jolteon,pokeball,POISON,37,0.0,0.1440234375,10.9,0.0010539999194335938
jolteon,pokeball,POISON,36,0.0,0.14491384615384617,11.0,0.0010885255005917158
jolteon,pokeball,POISON,35,0.0,0.14580151515151513,11.1,0.0011232498461891645
jolteon,pokeball,POISON,34,0.0,0.1466865671641791,11.2,0.001158183849409668
jolteon,pokeball,POISON,33,0.0,0.14756911764705882,11.4,0.0011933377227508648
jolteon,pokeball,POISON,32,0.0,0.14844927536231886,11.4,0.0012287210501995378
jolteon,pokeball,POISON,31,0.0,0.1493257142857143,11.7,0.0012641699102040815
jolteon,pokeball,POISON,30,0.0,0.15020000000000003,12.1,0.0012998709859154928
jolteon,pokeball,POISON,29,0.0,0.15107222222222222,12.3,0.0013358320061728395
jolteon,pokeball,POISON,28,0.0,0.15194246575342465,12.7,0.0013720602514543068
jolteon,pokeball,POISON,27,0.0,0.15283243243243244,12.9,0.0014113378670562455
jolteon,pokeball,POISON,26,0.0,0.1537186666666667,13.2,0.0014506404515555555
jolteon,pokeball,POISON,25,0.0,0.15460263157894735,13.3,0.0014901576246537393
jolteon,pokeball,POISON,24,0.0,0.1554844155844156,13.5,0.0015298981986844324
jolteon,pokeball,POISON,23,0.0,0.15636410256410258,13.6,0.0015698705062458908
jolteon,pokeball,POISON,22,0.0,0.15724177215189875,13.9,0.0016100824323025153
jolteon,pokeball,POISON,21,0.0,0.1581175,14.2,0.0016505414437499998
jolteon,pokeball,POISON,20,0.0,0.1589901234567901,14.5,0.0016910821246761164
jolteon,pokeball,POISON,19,0.0,0.15986097560975612,15.0,0.0017318882331945266
jolteon,pokeball,POISON,18,0.0,0.16074939759036144,15.1,0.0017757441863840908
jolteon,pokeball,POISON,17,0.0,0.1616357142857143,15.4,0.0018198056292517007
jolteon,pokeball,POISON,16,0.0,0.16252,15.7,0.001864080894117647
jolteon,pokeball,POISON,15,0.0,0.16340116279069763,15.9,0.0019084036032990805
jolteon,pokeball,POISON,14,0.0,0.1642804597701149,16.4,0.001952959963007002
jolteon,pokeball,POISON,13,0.0,0.16515795454545454,16.7,0.0019977569821797523
jolteon,pokeball,POISON,12,0.0,0.16603370786516855,17.1,0.0020428013356899384
jolteon,pokeball,POISON,11,0.0,0.16690777777777777,17.4,0.002088099383950617
jolteon,pokeball,POISON,10,0.0,0.16778021978021979,17.5,0.0021336571911604882
jolteon,pokeball,POISON,9,0.0,0.16866739130434782,17.9,0.002182088936672968
jolteon,pokeball,POISON,8,0.0,0.16955268817204303,18.3,0.0022307306648167422
jolteon,pokeball,POISON,7,0.0,0.17043617021276597,18.6,0.0022795897555454954
jolteon,pokeball,POISON,6,0.0,0.1713178947368421,19.0,0.002328673258725762
jolteon,pokeball,POISON,5,0.0,0.17219791666666667,19.5,0.0023779879123263883
jolteon,pokeball,POISON,4,0.0,0.17307525773195878,19.8,0.0024273663981294502
jolteon,pokeball,POISON,3,0.0,0.17395102040816324,20.0,0.002476992498958767
jolteon,pokeball,POISON,2,0.0,0.17482525252525252,20.3,0.0025268719885725944
jolteon,pokeball,BURN,100,0.0,0.0879,0.1,0.0
jolteon,pokeball,BURN,99,0.0,0.0895,0.1,2.559999999999992e-06
jolteon,pokeball,BURN,98,0.0,0.09056666666666663,0.3,3.982222222222219e-06
jolteon,pokeball,BURN,97,0.0,0.091475,0.3,5.461875000000001e-06
jolteon,pokeball,BURN,96,0.0,0.09233999999999998,0.4,7.362399999999989e-06
jolteon,pokeball,BURN,95,0.0,0.09318333333333337,0.5,9.691388888888876e-06
jolteon,pokeball,BURN,94,0.0,0.09401428571428573,0.7,1.2449795918367343e-05
jolteon,pokeball,BURN,93,0.0,0.0948375,0.8,1.563734374999998e-05
jolteon,pokeball,BURN,92,0.0,0.09565555555555555,0.8,1.9253580246913563e-05
jolteon,pokeball,BURN,91,0.0,0.09645999999999999,0.9,2.315239999999998e-05
jolteon,pokeball,BURN,90,0.0,0.09740909090909088,0.9,3.005537190082641e-05
jolteon,pokeball,BURN,89,0.0,0.09833333333333334,1.0,3.69472222222222e-05
jolteon,pokeball,BURN,88,0.0,0.09923846153846154,1.3,4.393621301775146e-05
jolteon,pokeball,BURN,87,0.0,0.10012857142857143,1.6,5.1097755102040786e-05
jolteon,pokeball,BURN,86,0.0,0.10100000000000003,1.6,5.832266666666663e-05
jolteon,pokeball,BURN,85,0.0,0.10186250000000001,1.6,6.583609374999995e-05
jolteon,pokeball,BURN,84,0.0,0.10271764705882355,1.7,7.366380622837368e-05
jolteon,pokeball,BURN,83,0.0,0.10356666666666668,1.7,8.182555555555552e-05
jolteon,pokeball,BURN,82,0.0,0.10441052631578948,1.7,9.033673130193899e-05
jolteon,pokeball,BURN,81,0.0,0.10532499999999999,1.8,0.000101708875
jolteon,pokeball,BURN,80,0.0,0.10622857142857142,1.8,0.00011319442176870746
jolteon,pokeball,BURN,79,0.0,0.10712272727272727,2.0,0.00012483902892561984
jolteon,pokeball,BURN,78,0.0,0.10800869565217391,2.3,0.00013667992438563326
jolteon,pokeball,BURN,77,0.0,0.10888750000000001,2.5,0.0001487477604166666
jolteon,pokeball,BURN,76,0.0,0.10976,2.5,0.00016106800000000002
jolteon,pokeball,BURN,75,0.0,0.11062307692307692,2.5,0.0001734956213017752
jolteon,pokeball,BURN,74,0.0,0.11148148148148151,2.6,0.00018622817558299043
jolteon,pokeball,BURN,73,0.0,0.1123357142857143,2.8,0.0001992794387755102
jolteon,pokeball,BURN,72,0.0,0.11324137931034484,3.1,0.0002153741498216409
jolteon,pokeball,BURN,71,0.0,0.11414000000000002,3.3,0.0002316130666666667
jolteon,pokeball,BURN,70,0.0,0.11502903225806453,3.5,0.00024785302809573356
jolteon,pokeball,BURN,69,0.0,0.1159125,3.5,0.00026430359375
jolteon,pokeball,BURN,68,0.0,0.1167909090909091,3.7,0.00028098567493112947
jolteon,pokeball,BURN,67,0.0,0.11766470588235294,3.9,0.0002979175778546713
jolteon,pokeball,BURN,66,0.0,0.11853428571428572,4.1,0.0003151153959183673
jolteon,pokeball,BURN,65,0.0,0.1194,4.3,0.0003325933333333333
jolteon,pokeball,BURN,64,0.0,0.12025945945945944,4.6,0.0003501964645726808
jolteon,pokeball,BURN,63,0.0,0.1211578947368421,4.6,0.000370846648199446
jolteon,pokeball,BURN,62,0.0,0.12205128205128206,4.6,0.0003916671137409599
jolteon,pokeball,BURN,61,0.0,0.12294,4.9,0.0004126784
jolteon,pokeball,BURN,60,0.0,0.12382439024390245,5.0,0.0004338989173111243
jolteon,pokeball,BURN,59,0.0,0.12470238095238094,5.3,0.0004551735657596371
jolteon,pokeball,BURN,58,0.0,0.12557674418604647,5.4,0.00047669759870200105
jolteon,pokeball,BURN,57,0.0,0.12644772727272727,5.5,0.0004984838584710744
jolteon,pokeball,BURN,56,0.0,0.12731555555555557,5.8,0.0005205439802469136
jolteon,pokeball,BURN,55,0.0,0.1281804347826087,5.8,0.0005428885302457468
jolteon,pokeball,BURN,54,0.0,0.12907659574468086,6.0,0.0005682805160706202
jolteon,pokeball,BURN,53,0.0,0.12996666666666667,6.1,0.0005936759722222222
jolteon,pokeball,BURN,52,0.0,0.13085306122448978,6.4,0.0006192735110370679
jolteon,pokeball,BURN,51,0.0,0.13173600000000002,6.9,0.0006450875040000001
jolteon,pokeball,BURN,50,0.0,0.13261568627450984,7.2,0.0006711311264898115
jolteon,pokeball,BURN,49,0.0,0.1334923076923077,7.4,0.0006974164792899407
jolteon,pokeball,BURN,48,0.0,0.13436603773584904,7.8,0.0007239546956212175
jolteon,pokeball,BURN,47,0.0,0.13523518518518518,8.0,0.0007505852434842249
jolteon,pokeball,BURN,46,0.0,0.13610181818181818,8.3,0.000777495087603306
jolteon,pokeball,BURN,45,0.0,0.13699464285714286,8.7,0.0008074537213010204
jolteon,pokeball,BURN,44,0.0,0.1378842105263158,9.0,0.0008376023822714682
jolteon,pokeball,BURN,43,0.0,0.1387706896551724,9.0,0.0008679541409036862
jolteon,pokeball,BURN,42,0.0,0.13965254237288133,9.0,0.0008983475782821029
jolteon,pokeball,BURN,41,0.0,0.14053166666666667,9.1,0.0009289738305555555
jolteon,pokeball,BURN,40,0.0,0.14140819672131147,9.3,0.0009598430475678581
jolteon,pokeball,BURN,39,0.0,0.14228225806451614,9.5,0.0009909646852237254
jolteon,pokeball,BURN,38,0.0,0.14315396825396826,9.6,0.0010223475636180397
jolteon,pokeball,BURN,37,0.0,0.1440234375,9.8,0.0010539999194335938
jolteon,pokeball,BURN,36,0.0,0.14491384615384617,10.1,0.0010885255005917158
jolteon,pokeball,BURN,35,0.0,0.14580151515151513,10.1,0.0011232498461891645
jolteon,pokeball,BURN,34,0.0,0.1466865671641791,10.4,0.001158183849409668
jolteon,pokeball,BURN,33,0.0,0.14756911764705882,10.8,0.0011933377227508648
jolteon,pokeball,BURN,32,0.0,0.14844927536231886,11.1,0.0012287210501995378
jolteon,pokeball,BURN,31,0.0,0.1493257142857143,11.3,0.0012641699102040815
jolteon,pokeball,BURN,30,0.0,0.15020000000000003,11.5,0.0012998709859154928
jolteon,pokeball,BURN,29,0.0,0.15107222222222222,11.9,0.0013358320061728395
jolteon,pokeball,BURN,28,0.0,0.15194246575342465,12.0,0.0013720602514543068
jolteon,pokeball,BURN,27,0.0,0.15283243243243244,12.4,0.0014113378670562455
jolteon,pokeball,BURN,26,0.0,0.1537186666666667,12.5,0.0014506404515555555
jolteon,pokeball,BURN,25,0.0,0.15460263157894735,12.6,0.0014901576246537393
jolteon,pokeball,BURN,24,0.0,0.1554844155844156,12.6,0.0015298981986844324
jolteon,pokeball,BURN,23,0.0,0.15636410256410258,13.0,0.0015698705062458908
jolteon,pokeball,BURN,22,0.0,0.15724177215189875,13.1,0.0016100824323025153
jolteon,pokeball,BURN,21,0.0,0.1581175,13.4,0.0016505414437499998
jolteon,pokeball,BURN,20,0.0,0.1589901234567901,13.6,0.0016910821246761164
jolteon,pokeball,BURN,19,0.0,0.15986097560975612,13.9,0.0017318882331945266
jolteon,pokeball,BURN,18,0.0,0.16074939759036144,14.3,0.0017757441863840908
jolteon,pokeball,BURN,17,0.0,0.1616357142857143,14.6,0.0018198056292517007
jolteon,pokeball,BURN,16,0.0,0.16252,15.0,0.001864080894117647
jolteon,pokeball,BURN,15,0.0,0.16340116279069763,15.4,0.0019084036032990805
jolteon,pokeball,BURN,14,0.0,0.1642804597701149,15.6,0.001952959963007002
jolteon,pokeball,BURN,13,0.0,0.16515795454545454,16.0,0.0019977569821797523
jolteon,pokeball,BURN,12,0.0,0.16603370786516855,16.2,0.0020428013356899384
jolteon,pokeball,BURN,11,0.0,0.16690777777777777,16.5,0.002088099383950617
jolteon,pokeball,BURN,10,0.0,0.16778021978021979,16.7,0.0021336571911604882
jolteon,pokeball,BURN,9,0.0,0.16866739130434782,17.2,0.002182088936672968
jolteon,pokeball,BURN,8,0.0,0.16955268817204303,17.4,0.0022307306648167422
jolteon,pokeball,BURN,7,0.0,0.17043617021276597,17.7,0.0022795897555454954
jolteon,pokeball,BURN,6,0.0,0.1713178947368421,17.7,0.002328673258725762
jolteon,pokeball,BURN,5,0.0,0.17219791666666667,17.8,0.0023779879123263883
jolteon,pokeball,BURN,4,0.0,0.17307525773195878,18.0,0.0024273663981294502
jolteon,pokeball,BURN,3,0.0,0.17395102040816324,18.3,0.002476992498958767
jolteon,pokeball,BURN,2,0.0,0.17482525252525252,18.5,0.0025268719885725944
jolteon,pokeball,PARALYSIS,100,0.0,0.0879,0.0,0.0
jolteon,pokeball,PARALYSIS,99,0.0,0.0895,0.0,2.559999999999992e-06
jolteon,pokeball,PARALYSIS,98,0.0,0.09056666666666663,0.3,3.982222222222219e-06
jolteon,pokeball,PARALYSIS,97,0.0,0.091475,0.4,5.461875000000001e-06
jolteon,pokeball,PARALYSIS,96,0.0,0.09233999999999998,0.4,7.362399999999989e-06
jolteon,pokeball,PARALYSIS,95,0.0,0.09318333333333337,0.4,9.691388888888876e-06
jolteon,pokeball,PARALYSIS,94,0.0,0.09401428571428573,0.4,1.2449795918367343e-05
jolteon,pokeball,PARALYSIS,93,0.0,0.0948375,0.4,1.563734374999998e-05
jolteon,pokeball,PARALYSIS,92,0.0,0.09565555555555555,0.6,1.9253580246913563e-05
jolteon,pokeball,PARALYSIS,91,0.0,0.09645999999999999,0.6,2.315239999999998e-05
jolteon,pokeball,PARALYSIS,90,0.0,0.09740909090909088,0.8,3.005537190082641e-05
jolteon,pokeball,PARALYSIS,89,0.0,0.09833333333333334,0.9,3.69472222222222e-05
jolteon,pokeball,PARALYSIS,88,0.0,0.09923846153846154,0.9,4.393621301775146e-05
jolteon,pokeball,PARALYSIS,87,0.0,0.10012857142857143,1.0,5.1097755102040786e-05
jolteon,pokeball,PARALYSIS,86,0.0,0.10100000000000003,1.1,5.832266666666663e-05
jolteon,pokeball,PARALYSIS,85,0.0,0.10186250000000001,1.3,6.583609374999995e-05
jolteon,pokeball,PARALYSIS,84,0.0,0.10271764705882355,1.5,7.366380622837368e-05
jolteon,pokeball,PARALYSIS,83,0.0,0.10356666666666668,1.9,8.182555555555552e-05
jolteon,pokeball,PARALYSIS,82,0.0,0.10441052631578948,2.0,9.033673130193899e-05
jolteon,pokeball,PARALYSIS,81,0.0,0.10532499999999999,2.0,0.000101708875
jolteon,pokeball,PARALYSIS,80,0.0,0.10622857142857142,2.0,0.00011319442176870746
jolteon,pokeball,PARALYSIS,79,0.0,0.10712272727272727,2.2,0.00012483902892561984
jolteon,pokeball,PARALYSIS,78,0.0,0.10800869565217391,2.2,0.00013667992438563326
jolteon,pokeball,PARALYSIS,77,0.0,0.10888750000000001,2.2,0.0001487477604166666
jolteon,pokeball,PARALYSIS,76,0.0,0.10976,2.3,0.00016106800000000002
jolteon,pokeball,PARALYSIS,75,0.0,0.11062307692307692,2.3,0.0001734956213017752
