pokemon,pokeball,status_effect,health_points,noise,average_capture_rate,effectiveness,variance
caterpie,pokeball,NONE,100,0.0,0.32567622651607137,0.3,0.0017592059534615873
caterpie,pokeball,NONE,99,0.0,0.33224928356408145,0.6,0.0023397046718701283
caterpie,pokeball,NONE,98,0.0,0.3409391023302745,1.0,0.002370454561166417
caterpie,pokeball,NONE,97,0.0,0.34363644425475276,1.6,0.002338458216743296
caterpie,pokeball,NONE,96,0.0,0.3445793814560645,1.9,0.0025320483452999564
caterpie,pokeball,NONE,95,0.0,0.34726879357393636,2.2,0.0032799174036591537
caterpie,pokeball,NONE,94,0.0,0.3507378402389941,2.5,0.0032016705758230587
caterpie,pokeball,NONE,93,0.0,0.3559841099838549,2.6,0.003091053852685949
caterpie,pokeball,NONE,92,0.0,0.3588050314061034,2.8,0.0030291529127264927
caterpie,pokeball,NONE,91,0.0,0.3659937406353797,3.0,0.003312271738489238
caterpie,pokeball,NONE,90,0.0,0.36901808429406957,3.1,0.003315898597876417
caterpie,pokeball,NONE,89,0.0,0.37465776251515703,3.5,0.003730079967883693
caterpie,pokeball,NONE,88,0.0,0.37849921022619715,4.0,0.003818311624920395
caterpie,pokeball,NONE,87,0.0,0.3818573334045476,4.6,0.003889149013219165
caterpie,pokeball,NONE,86,0.0,0.3836684586221545,5.4,0.0038098857861378855
caterpie,pokeball,NONE,85,0.0,0.38762837626528,5.8,0.004304916511739755
caterpie,pokeball,NONE,84,0.0,0.3905461511570601,6.2,0.004300062759239753
caterpie,pokeball,NONE,83,0.0,0.3956110492766325,7.0,0.004767575646646854
caterpie,pokeball,NONE,82,0.0,0.3991384254292113,7.4,0.004967714230474022
caterpie,pokeball,NONE,81,0.0,0.40358430681696417,7.8,0.005385581591106965
caterpie,pokeball,NONE,80,0.0,0.4059240451593695,8.4,0.005527097935462274
caterpie,pokeball,NONE,79,0.0,0.41082464663481894,9.1,0.005959009807497092
caterpie,pokeball,NONE,78,0.0,0.4144379602353315,9.5,0.006176557126195617
caterpie,pokeball,NONE,77,0.0,0.4189790270195143,10.0,0.00656641139707785
caterpie,pokeball,NONE,76,0.0,0.4214945511985568,10.4,0.006526026052389996
caterpie,pokeball,NONE,75,0.0,0.42369685280605224,11.1,0.006488031521443692
caterpie,pokeball,NONE,74,0.0,0.42607232476190887,11.6,0.00673213609319243
caterpie,pokeball,NONE,73,0.0,0.42844400413219547,12.1,0.00698089597934543
caterpie,pokeball,NONE,72,0.0,0.43013447054325893,12.7,0.006942426761137684
caterpie,pokeball,NONE,71,0.0,0.4337216183103683,13.3,0.007604965550828985
caterpie,pokeball,NONE,70,0.0,0.43781913454470955,13.8,0.00811591606700197
caterpie,pokeball,NONE,69,0.0,0.44079472747803744,14.1,0.008197958396730336
caterpie,pokeball,NONE,68,0.0,0.4436297439761414,14.6,0.008479964443635718
caterpie,pokeball,NONE,67,0.0,0.44639238831653644,15.4,0.008574492624336032
caterpie,pokeball,NONE,66,0.0,0.44975035993180784,15.9,0.009109504380690468
caterpie,pokeball,NONE,65,0.0,0.4538966485456765,16.3,0.009674110863216451
caterpie,pokeball,NONE,64,0.0,0.45600940865788947,16.8,0.00964095423539981
caterpie,pokeball,NONE,63,0.0,0.4597552779497448,17.6,0.009967321705920181
caterpie,pokeball,NONE,62,0.0,0.46297350268105986,18.5,0.010343878450060403
caterpie,pokeball,NONE,61,0.0,0.4653151945482432,18.9,0.01039771688569314
caterpie,pokeball,NONE,60,0.0,0.46994352515543,19.1,0.011114012970757576
caterpie,pokeball,NONE,59,0.0,0.4726009011791123,19.5,0.011223381671956764
caterpie,pokeball,NONE,58,0.0,0.47695043911627655,20.4,0.012232763734545663
caterpie,pokeball,NONE,57,0.0,0.4803889325163153,21.2,0.01259505830127145
caterpie,pokeball,NONE,56,0.0,0.4847020245347688,21.9,0.013243547962801918
caterpie,pokeball,NONE,55,0.0,0.48745958803416795,22.5,0.01339536186036704
caterpie,pokeball,NONE,54,0.0,0.4906870032805586,22.9,0.013792428231563566
caterpie,pokeball,NONE,53,0.0,0.49311843203256317,23.4,0.013961773009666584
caterpie,pokeball,NONE,52,0.0,0.49620288609055585,23.7,0.014331812598020919
caterpie,pokeball,NONE,51,0.0,0.5003327212472188,24.3,0.015047546857949508
caterpie,pokeball,NONE,50,0.0,0.5040897002462064,24.8,0.015543975420643332
caterpie,pokeball,NONE,49,0.0,0.507301967908762,25.5,0.015893063378400272
caterpie,pokeball,NONE,48,0.0,0.5113455230571454,26.2,0.016569487833914192
caterpie,pokeball,NONE,47,0.0,0.5154089458363844,27.0,0.01741904676546864
caterpie,pokeball,NONE,46,0.0,0.5183331523173859,27.8,0.0178915133561933
caterpie,pokeball,NONE,45,0.0,0.5209633030177605,28.5,0.018002242286248655
caterpie,pokeball,NONE,44,0.0,0.5246706942818363,29.1,0.01860048963701982
caterpie,pokeball,NONE,43,0.0,0.5272912184145424,29.5,0.018780293846022603
caterpie,pokeball,NONE,42,0.0,0.530480697460422,30.1,0.019189252872001936
caterpie,pokeball,NONE,41,0.0,0.5333146072525835,30.9,0.019429741927874358
caterpie,pokeball,NONE,40,0.0,0.5353486655897397,31.4,0.019580700598367643
caterpie,pokeball,NONE,39,0.0,0.5386432693605527,32.3,0.02006182114833335
caterpie,pokeball,NONE,38,0.0,0.5408222412658943,33.0,0.02031451089513842
caterpie,pokeball,NONE,37,0.0,0.5443755179174092,33.5,0.020854079738382176
caterpie,pokeball,NONE,36,0.0,0.5474728753874769,34.2,0.0213290838058257
caterpie,pokeball,NONE,35,0.0,0.551114894388286,35.2,0.021974732440346666
caterpie,pokeball,NONE,34,0.0,0.5545686106940731,36.0,0.022577920240266443
caterpie,pokeball,NONE,33,0.0,0.5582341719891789,36.8,0.02328853323498336
caterpie,pokeball,NONE,32,0.0,0.5618196550673298,37.7,0.023881643075132658
caterpie,pokeball,NONE,31,0.0,0.5657770949069004,38.4,0.024794595565997588
caterpie,pokeball,NONE,30,0.0,0.5690349912387616,39.0,0.02534184740458896
caterpie,pokeball,NONE,29,0.0,0.5715929220149274,39.7,0.025670643296810756
caterpie,pokeball,NONE,28,0.0,0.5756477374300729,40.5,0.026613926874771068
caterpie,pokeball,NONE,27,0.0,0.5788732365711694,41.4,0.027105320631028003
caterpie,pokeball,NONE,26,0.0,0.5823199698516575,42.2,0.027740319867101418
caterpie,pokeball,NONE,25,0.0,0.585769393091088,43.1,0.028514335027596895
caterpie,pokeball,NONE,24,0.0,0.589484847402892,44.0,0.02934312290089848
caterpie,pokeball,NONE,23,0.0,0.5936573506580969,45.0,0.03047542233339514
caterpie,pokeball,NONE,22,0.0,0.5969579458914789,45.8,0.031099031585347256
caterpie,pokeball,NONE,21,0.0,0.6001950546439353,46.7,0.0317863636518885
caterpie,pokeball,NONE,20,0.0,0.60333171871003,47.6,0.03235983442562458
caterpie,pokeball,NONE,19,0.0,0.6067867751628865,48.6,0.03309217249797336
caterpie,pokeball,NONE,18,0.0,0.6099892925219208,49.5,0.03360625564316697
caterpie,pokeball,NONE,17,0.0,0.6134275109431735,50.3,0.03427093909487364
caterpie,pokeball,NONE,16,0.0,0.6167762229648736,51.2,0.034985280483799924
caterpie,pokeball,NONE,15,0.0,0.6201237597882074,52.2,0.03560822602861563
caterpie,pokeball,NONE,14,0.0,0.623594629096673,53.1,0.03633144969631454
caterpie,pokeball,NONE,13,0.0,0.6270255713428664,54.0,0.03701910110962824
caterpie,pokeball,NONE,12,0.0,0.6304482848008386,54.9,0.03769687964628742
caterpie,pokeball,NONE,11,0.0,0.6334072806537804,55.8,0.03829013340420149
caterpie,pokeball,NONE,10,0.0,0.636186904085292,56.6,0.03869604316938717
caterpie,pokeball,NONE,9,0.0,0.6389207667798072,57.4,0.03908299623082725
caterpie,pokeball,NONE,8,0.0,0.6420543779876007,58.3,0.039669757281589495
caterpie,pokeball,NONE,7,0.0,0.6449496921775889,59.3,0.04007602485748619
caterpie,pokeball,NONE,6,0.0,0.6475944493495691,60.1,0.04051019628647408
caterpie,pokeball,NONE,5,0.0,0.650785850048333,61.0,0.041130812155135366
caterpie,pokeball,NONE,4,0.0,0.6535339025757664,61.8,0.04151124513217897
caterpie,pokeball,NONE,3,0.0,0.6566565544613068,62.8,0.0420814287281125
caterpie,pokeball,NONE,2,0.0,0.6592762940457626,63.7,0.04247944794379482
caterpie,ultraball,NONE,100,0.0,0.6637963794422646,0.3,0.015499840537414553
caterpie,ultraball,NONE,99,0.0,0.6804374700367762,0.8,0.012724012412947464
caterpie,ultraball,NONE,98,0.0,0.6740871831779902,1.4,0.009407621036823435
caterpie,ultraball,NONE,97,0.0,0.6682527984871459,1.8,0.010033321529122036
caterpie,ultraball,NONE,96,0.0,0.6813472056748258,2.7,0.010738298252792022
caterpie,ultraball,NONE,95,0.0,0.6941022368156708,3.3,0.012511986234625627
