Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,45.7007,31.5844,Warrior,89.8713,58.8244,32.5774,13.8760,4.8509,1.4698,200,60.5868,405.5985,588.8484,426.1450,399.8375,499.1495,0.0287
1,1,48.2631,37.1127,Warrior,83.1054,54.3958,57.4960,4.8174,0.1854,1.4698,200,60.5868,261.2195,475.5305,498.8208,338.0911,389.9589,0.0279
1,2,54.0436,40.5825,Warrior,78.4249,50.5829,65.3096,5.4721,0.2106,1.9361,200,60.5868,209.8197,340.6175,408.0257,262.9069,271.3995,0.0269
1,3,54.4387,43.7179,Warrior,76.9577,53.3782,64.0878,5.3697,0.2066,1.9361,200,60.5868,181.1629,285.7822,430.0618,142.3500,137.9221,0.0284
1,4,54.4387,47.1548,Warrior,76.9577,53.3782,64.0878,5.3697,0.2066,1.9361,200,60.5868,111.4777,310.3164,398.0155,59.3436,62.3071,0.0343
1,5,59.4715,49.4977,Warrior,98.5608,64.5120,35.7272,0.9962,0.2039,1.9361,200,60.5868,91.3046,442.2680,407.2860,54.5754,56.9583,0.0467
1,6,60.1649,51.9027,Warrior,90.6915,69.5771,38.5323,0.9953,0.2037,1.9361,200,60.5868,61.4807,488.7999,406.6992,22.4810,47.1760,0.0492
1,7,60.1649,53.9900,Warrior,90.6915,69.5771,38.5323,0.9953,0.2037,1.9361,200,60.5868,54.3581,516.7833,414.8696,16.7940,21.9431,0.0402
1,8,60.2555,55.6756,Warrior,91.9817,70.5669,36.2354,1.0094,0.2066,1.9361,200,60.5868,57.5428,462.3251,403.3678,12.6080,11.1673,0.0278
1,9,60.2624,57.2228,Warrior,91.9895,70.5729,36.2385,0.9954,0.2037,1.9361,200,60.5868,62.8264,379.0780,300.4062,7.7349,8.8988,0.0180
1,10,60.2624,58.5071,Warrior,91.9895,70.5729,36.2385,0.9954,0.2037,1.9361,200,60.5868,51.6897,251.7717,198.1346,5.6571,2.6551,0.0043
1,11,60.3217,59.0774,Warrior,93.5063,71.7305,33.5444,1.0118,0.2071,1.9361,200,60.5868,30.8481,181.8004,157.3031,4.7921,1.6226,0.0022
1,12,60.5868,59.6712,Warrior,88.2422,78.3296,32.2955,0.8997,0.2330,1.9361,200,60.5868,17.3288,96.9583,101.5193,3.9116,0.7358,0.0000
1,13,60.5868,60.0942,Warrior,88.2422,78.3296,32.2955,0.8997,0.2330,1.9361,200,60.5868,14.3514,58.6561,51.5565,0.0062,0.0003,0.0000
2,0,45.8745,28.6808,Warrior,65.4738,63.3752,30.4612,11.0380,29.6518,1.8971,200,59.1566,394.7782,299.2864,334.2301,299.2968,441.0038,0.0374
2,1,47.9227,31.6188,Warrior,71.9410,62.3305,61.0569,2.8091,1.8625,1.7658,200,59.1566,306.1869,284.5657,347.8167,192.4303,467.4123,0.0351
2,2,47.9227,34.7451,Warrior,71.9410,62.3305,61.0569,2.8091,1.8625,1.7658,200,59.1566,266.8332,282.8404,292.1208,184.8429,491.8723,0.0319
2,3,50.3290,39.6595,Warrior,100.3843,32.5296,61.8764,3.3358,1.8739,1.8971,200,59.1566,171.6698,286.9195,237.1340,172.2738,379.3168,0.0176
