Simulation,Generation,Best Fitness,Average Fitness,Class,Strength,Agility,Expertise,Endurance,Health,Height,Total Points,Performance,v_strength,v_agility,v_expertise,v_endurance,v_health,v_height
1,0,41.3806,30.2749,Warrior,67.1446,31.9283,64.1211,22.5041,14.3019,1.9169,200,58.0205,348.2108,378.1372,334.9022,429.4456,464.3536,0.0433
1,1,41.3806,33.0422,Warrior,67.1446,31.9283,64.1211,22.5041,14.3019,1.9169,200,58.0205,278.9485,355.8365,362.4986,367.2010,393.9736,0.0490
1,2,42.4980,36.4562,Warrior,92.7352,65.2168,12.5775,4.6162,24.8542,1.4807,200,58.0205,226.0633,238.0827,337.2103,290.6158,216.9859,0.0497
1,3,47.1591,39.0539,Warrior,61.7832,59.5294,49.7643,17.3694,11.5537,1.9169,200,58.0205,132.6990,315.1375,389.7918,185.2585,153.6597,0.0516
1,4,48.2890,40.4488,Warrior,90.5557,43.0607,39.6437,7.4515,19.2884,1.9169,200,58.0205,169.9041,322.3787,428.8249,115.9315,143.8100,0.0499
1,5,51.3001,42.3385,Warrior,76.6762,73.8791,21.9869,8.0135,19.4442,1.9169,200,58.0205,202.8844,269.6943,386.6393,63.8585,74.5100,0.0501
1,6,52.6912,43.8663,Warrior,79.7150,56.0602,43.8296,3.8148,16.5803,1.9169,200,58.0205,163.2065,225.5677,288.0087,51.8768,44.8283,0.0503
1,7,52.6912,45.8660,Warrior,79.7150,56.0602,43.8296,3.8148,16.5803,1.9169,200,58.0205,143.1188,196.2900,212.0869,33.1982,25.0984,0.0455
1,8,52.6912,47.8891,Warrior,79.7150,56.0602,43.8296,3.8148,16.5803,1.9169,200,58.0205,99.5616,111.8722,153.2311,16.7934,19.1699,0.0315
1,9,54.4666,49.8847,Warrior,71.2348,64.0309,53.5274,4.6589,6.5480,1.9169,200,58.0205,70.0593,93.0867,94.4801,4.4761,24.5688,0.0132
1,10,54.4666,51.1210,Warrior,71.2348,64.0309,53.5274,4.6589,6.5480,1.9169,200,58.0205,47.5522,86.6303,75.8854,5.0372,23.6097,0.0060
1,11,55.6055,52.1634,Warrior,78.5011,61.7787,48.3004,4.2040,7.2159,1.9169,200,58.0205,40.3950,66.7585,53.6518,5.0022,24.3298,0.0038
1,12,55.6378,53.3460,Warrior,78.5848,61.8445,48.3519,4.6639,6.5549,1.9169,200,58.0205,35.2685,39.8897,63.6370,2.3396,26.9632,0.0000
1,13,57.1098,53.8276,Warrior,95.7745,66.7226,27.9200,3.7567,5.8262,1.9169,200,58.0205,39.5542,33.6540,72.5985,2.1461,21.7309,0.0000
1,14,57.1098,54.3241,Warrior,95.7745,66.7226,27.9200,3.7567,5.8262,1.9169,200,58.0205,51.5605,23.9851,99.1307,1.9044,13.4053,0.0000
