Dimensión 1,Dimensión 2,Etiqueta
14.406663902235438,132.7664827400011,`
-21.718521999441574,-15.14684043290936,a
145.46134602350833,18.45098775650288,b
-5.089250102013992,11.687256650381482,c
-20.770902958065165,-14.713156525592506,d
215.36613705565364,244.99503818340523,e
-15.467668093180565,-11.076753669987223,f
-14.51388671971759,-5.7912634447581555,g
31.902680532739225,6.091491469084647,h
-12.1084218733474,22.75074020851249,i
95.40070391655308,189.40192606945317,j
8.669599751937115,2.1202585083700907,k
-10.13159541325269,59.370936946129625,l
61.49926467609348,46.66806668850904,m
546.273624460604,111.87794036589182,n
278.14373920347197,221.05735166196422,o
-0.006603471383586745,1.0276270006904902,p
-21.217743281730982,-15.219807206968008,q
421.55367297315513,51.16872654480325,r
84.35424473119889,116.52603240873363,s
-9.983404189633193,-10.974666627732782,t
417.22441923461696,139.8307146304883,u
425.8848228793052,27.036125780306385,v
48.749415145574,24.776826716932604,w
371.98815859455374,-0.03881156645584656,x
-15.894940925676782,-10.649011280159153,y
125.25353800683301,-14.002860510593846,z
-10.929205080491728,-7.22384642013404,{
-0.013540050087708977,83.68149829143907,|
89.2138040525806,275.239198354444,}
-8.860849395809069,11.764448123760122,~
-23.964882919622553,-17.477389318430614,DEL
